Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added At,Genres,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Comin' Through,Swing,Hojean,2022-12-28,130000,59,2025-03-20T21:10:45Z,,0.786,11.0,-3.623,0.0308,0.426,0.186,0.049,0.941,99.004,4.0,3.0
Fall for You,Fall for You,"Sarah Kang,Jesse Barrera",2021-10-08,175942,59,2025-03-20T21:10:45Z,,0.574,1.0,-7.928,0.0324,0.661,2.71e-05,0.0855,0.501,139.909,4.0,3.0
Closed on Sundays,RACE (Original Soundtrack),JUNNY,2023-08-18,204440,30,2025-03-20T21:10:45Z,k-rap,0.709,3.0,-5.482,0.0431,0.188,0.0,0.108,0.65,97.045,4.0,7.0
first glance,the cliff,"fnonose,morningtime",2024-04-08,165428,28,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.675,2.0,-18.406,0.0547,0.828,0.803,0.117,0.611,140.013,4.0,1.0
maybe we need a break,modern breakups,slchld,2019-12-20,184833,55,2025-03-20T21:10:45Z,,0.711,9.0,-4.771,0.0373,0.769,0.0,0.0898,0.362,90.009,3.0,3.0
Daydream,Until we meet again,kyu,2021-12-02,168690,49,2025-03-20T21:10:45Z,lo-fi,0.527,5.0,-19.299,0.0386,0.82,0.89,0.0957,0.0733,94.06,4.0,1.0
Redbone,Covers Collection,LAV8,2021-03-12,129000,52,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.787,5.0,-11.767,0.074,0.394,0.89,0.109,0.566,77.5,4.0,23.0
A Feeling I've Never Been,Queen Charlotte: A Bridgerton Story (Covers from the Netflix Series),"Kris Bowers,Tayla Parx",2023-05-04,224500,49,2025-03-20T21:10:45Z,,0.171,5.0,-18.949,0.0445,0.968,0.88,0.0948,0.0336,116.401,4.0,2.0
Dancing On My Own,Bridgerton Season Two (Covers from the Netflix Series),Vitamin String Quartet,2022-03-25,279840,59,2025-03-20T21:10:45Z,orchestra,0.568,6.0,-12.719,0.0321,0.991,0.891,0.0916,0.29,116.978,4.0,7.0
Wrecking Ball,Bridgerton Season Two (Covers from the Netflix Series),Midnite String Quartet,2022-03-25,233771,56,2025-03-20T21:10:45Z,,0.243,5.0,-15.512,0.0413,0.947,0.73,0.122,0.145,99.301,4.0,4.0
Starting To,Wavelength,Wavelength,2018-08-15,153478,39,2025-03-20T21:10:45Z,,0.76,7.0,-10.889,0.109,0.813,3.27e-05,0.13,0.336,68.992,4.0,11.0
Moving Slower,Wavelength,Wavelength,2018-08-15,197045,33,2025-03-20T21:10:45Z,,0.71,0.0,-12.299,0.0682,0.738,0.000398,0.116,0.251,77.0,4.0,9.0
No Make Up,No Make Up,Zion.T,2015-10-12,189154,57,2025-03-20T21:10:45Z,"k-rap,k-ballad",0.731,9.0,-5.066,0.0556,0.411,0.0,0.217,0.515,92.255,4.0,7.0
Push Up Beep Test (Instructions and Complete Press Up Bleep Test),Push Up Beep Test (Instructions and Complete Press Up Bleep Test),Adam Howard,2017-06-04,346924,12,2025-03-20T21:10:45Z,,0.708,6.0,-11.93,0.496,0.124,0.0,0.316,0.214,131.397,1.0,1.0
OMG,NewJeans 'OMG',NewJeans,2023-01-02,212253,78,2025-03-20T21:10:45Z,k-pop,0.804,9.0,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4.0,8.0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,179026,77,2025-03-20T21:10:45Z,k-pop,0.593,4.0,-3.43,0.225,0.268,0.0,0.286,0.783,99.976,4.0,5.0
ANTIFRAGILE,UNFORGIVEN,LE SSERAFIM,2023-05-01,184444,75,2025-03-20T21:10:45Z,k-pop,0.879,10.0,-3.944,0.081,0.0759,0.0,0.125,0.83,105.019,4.0,3.0
FEARLESS (2023 Ver.),UNFORGIVEN,LE SSERAFIM,2023-05-01,168437,70,2025-03-20T21:10:45Z,k-pop,0.856,7.0,-7.226,0.133,0.0602,0.0018,0.118,0.48,103.948,4.0,3.0
That Kind of Love,That Kind Of Love,I'MIN,2021-10-01,212733,52,2025-03-20T21:10:45Z,,0.531,0.0,-6.536,0.181,0.27,2e-06,0.107,0.407,192.049,4.0,2.0
you won't be there for me,you won't be there for me,slchld,2021-08-20,182645,60,2025-03-20T21:10:45Z,,0.779,2.0,-6.462,0.0312,0.221,0.0,0.109,0.637,94.921,4.0,2.0
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,160688,82,2025-03-20T21:10:45Z,k-pop,0.797,6.0,-5.819,0.0687,0.257,0.0,0.0876,0.69,131.067,4.0,15.0
MORE,Jack In The Box,j-hope,2022-07-15,180022,72,2025-03-20T21:10:45Z,"k-pop,k-rap",0.783,2.0,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,4.0,6.0
Baby Don’t Stop,NCT 2018 EMPATHY,"NCT,NCT U",2018-03-14,183019,59,2025-03-20T21:10:45Z,k-pop,0.827,8.0,-6.391,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,4.0,1.0
Tempo,DON’T MESS UP MY TEMPO – The 5th Album,EXO,2018-11-02,224482,63,2025-03-20T21:10:45Z,k-pop,0.686,0.0,-4.423,0.1,0.237,0.0,0.0683,0.519,115.944,4.0,1.0
Vandalist,THE VANDALIST,Noga Erez,2024-09-20,208374,49,2025-03-20T21:10:45Z,,0.786,8.0,-6.416,0.0691,0.126,1.24e-06,0.246,0.709,99.961,4.0,5.0
JET LIKE BENNIE,JET LIKE BENNIE,Jades Goudreault,2024-01-12,112800,40,2025-03-20T21:10:45Z,,0.676,2.0,-5.361,0.372,0.143,0.00117,0.0891,0.724,200.022,4.0,2.0
Attention,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,180066,75,2025-03-20T21:10:45Z,k-pop,0.811,10.0,-3.684,0.0368,0.236,0.0,0.0761,0.695,104.988,4.0,5.0
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,"Taylor Swift,Post Malone",2024-04-18,228965,83,2025-03-20T21:10:45Z,,0.504,11.0,-10.976,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4.0,6.0
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,293048,72,2025-03-20T21:10:45Z,,0.604,0.0,-8.441,0.0255,0.0483,0.0,0.126,0.292,110.259,4.0,2.0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,218004,81,2025-03-20T21:10:45Z,,0.701,0.0,-8.39,0.0502,0.123,0.0,0.15,0.22,129.994,4.0,5.0
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,245541,73,2025-03-20T21:10:45Z,,0.426,10.0,-9.083,0.0581,0.52,0.0,0.338,0.263,142.377,1.0,1.0
loml,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,277156,73,2025-03-20T21:10:45Z,,0.423,0.0,-12.56,0.0489,0.858,0.0,0.108,0.195,78.539,3.0,1.0
Pretty Distraction,Pretty Distraction,SkyDxddy,2023-09-08,175813,57,2025-03-20T21:10:45Z,,0.468,6.0,-7.981,0.0322,0.113,0.0,0.089,0.448,172.038,3.0,3.0
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,203801,74,2025-03-20T21:10:45Z,,0.596,0.0,-7.362,0.0269,0.137,0.0,0.302,0.481,97.073,4.0,1.0
Down Bad,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,261228,74,2025-03-20T21:10:45Z,,0.541,11.0,-10.412,0.0748,0.56,1e-06,0.0946,0.168,159.707,4.0,1.0
"So Long, London",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,262974,73,2025-03-20T21:10:45Z,,0.423,9.0,-11.388,0.322,0.73,0.00264,0.0816,0.248,160.218,4.0,2.0
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,340428,72,2025-03-20T21:10:45Z,,0.521,4.0,-7.684,0.104,0.384,0.0,0.135,0.438,79.943,4.0,1.0
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,210789,71,2025-03-20T21:10:45Z,,0.33,9.0,-9.394,0.0399,0.624,0.0,0.111,0.34,87.115,4.0,1.0
Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,"Taylor Swift,Florence + The Machine",2024-04-19,215463,71,2025-03-20T21:10:45Z,baroque pop,0.533,0.0,-7.123,0.138,0.178,0.0,0.309,0.398,150.088,4.0,1.0
Your Power,002 (other people's songs),lokash,2022-07-01,224508,42,2025-03-20T21:10:45Z,lo-fi,0.76,9.0,-13.685,0.0358,0.921,0.931,0.095,0.461,121.962,4.0,7.0
GLIMPSE OF US,GLIMPSE OF US,Yedai,2023-01-13,250687,26,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.512,8.0,-19.108,0.0317,0.622,0.92,0.221,0.0893,160.072,3.0,14.0
cruel summer,stories,rosarummet,2024-02-02,183000,45,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.695,9.0,-13.5,0.0617,0.746,0.915,0.11,0.535,79.995,4.0,9.0
Hold On,Covers Collection (Vol. 4),LAV8,2022-06-17,173479,40,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.644,4.0,-14.528,0.0747,0.41,0.878,0.217,0.361,135.03,4.0,5.0
all i can do is love you,timbert,timbert,2020-06-05,132255,28,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.549,1.0,-20.863,0.223,0.86,0.775,0.209,0.2,73.938,4.0,1.0
chemical,stories,rosarummet,2024-02-02,192147,41,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.681,2.0,-13.77,0.0751,0.267,0.887,0.0681,0.316,170.05,4.0,5.0
ambler,daydreams,rosarummet,2020-07-17,140946,29,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.567,7.0,-12.508,0.0337,0.753,0.236,0.413,0.0397,140.058,4.0,1.0
die for you,stories,rosarummet,2024-02-02,189572,41,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.805,8.0,-12.283,0.0386,0.439,0.921,0.0811,0.326,152.104,4.0,16.0
I Saw a Ghost,Portals,Miro Mas,2022-11-04,133442,29,2025-03-20T21:10:45Z,lo-fi,0.794,5.0,-11.798,0.356,0.82,0.925,0.093,0.212,82.064,4.0,2.0
LOVE DIVE,LOVE DIVE,IVE,2022-04-05,177186,71,2025-03-20T21:10:45Z,k-pop,0.703,1.0,-4.169,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,4.0,1.0
POP!,IM NAYEON,NAYEON,2022-06-24,168106,71,2025-03-20T21:10:45Z,k-pop,0.795,2.0,-2.994,0.0542,0.0361,0.0,0.0321,0.356,96.986,4.0,1.0
Numb,I've Seen You Somewhere Before,Miro Mas,2022-05-13,175523,40,2025-03-20T21:10:45Z,lo-fi,0.757,11.0,-14.075,0.0808,0.901,0.904,0.0906,0.596,166.032,4.0,3.0
what was i made for?,stories,rosarummet,2024-02-02,209230,50,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.703,0.0,-14.299,0.0438,0.83,0.938,0.104,0.196,78.034,4.0,21.0
Here With Me,Nemuri Neko,Kamakuras,2024-02-09,226285,39,2025-03-20T21:10:45Z,lo-fi,0.658,11.0,-14.484,0.0365,0.971,0.892,0.15,0.371,140.066,4.0,5.0
Waiting For Love,I've Seen You Somewhere Before,Miro Mas,2022-05-13,190440,39,2025-03-20T21:10:45Z,lo-fi,0.739,9.0,-14.853,0.0516,0.941,0.913,0.0742,0.171,123.978,4.0,4.0
2 A.M.,About Last Night,Yedai,2022-09-16,128108,17,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.666,8.0,-17.784,0.0425,0.912,0.911,0.0838,0.134,120.279,4.0,1.0
Lose You To Love Me,undercover,owlh,2023-11-24,203281,40,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.761,1.0,-6.755,0.0392,0.0383,0.904,0.193,0.147,95.963,4.0,4.0
i've been pwned (do it all),timbert,timbert,2020-06-05,121779,27,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.463,6.0,-21.17,0.0344,0.752,0.207,0.296,0.131,81.962,4.0,1.0
Faded,I've Seen You Somewhere Before,Miro Mas,2022-05-13,187320,41,2025-03-20T21:10:45Z,lo-fi,0.715,8.0,-15.23,0.164,0.92,0.926,0.13,0.377,146.048,4.0,7.0
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,254365,75,2025-03-20T21:10:45Z,,0.626,2.0,-8.374,0.0261,0.607,0.0,0.0921,0.487,94.95,3.0,2.0
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,222072,75,2025-03-20T21:10:45Z,,0.784,9.0,-9.471,0.0633,0.608,0.0,0.252,0.15,110.007,4.0,1.0
How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,238706,74,2025-03-20T21:10:45Z,,0.492,0.0,-8.859,0.0257,0.785,0.00093,0.108,0.273,83.993,3.0,1.0
Just A Girl,Just A Girl,"Hayes Warner,Billy B,Kevin Rudolf",2024-03-08,165233,34,2025-03-20T21:10:45Z,,0.727,11.0,-4.824,0.0494,0.00446,0.0,0.0962,0.422,108.056,4.0,11.0
Stop Your Games,Stop Your Games,Belle Sisoski,2024-04-19,282352,25,2025-03-20T21:10:45Z,,0.292,9.0,-8.439,0.283,0.727,0.0129,0.0542,0.233,169.893,4.0,1.0
Jennifer's Body,Jennifer's Body,Nxdia,2024-04-19,117430,55,2025-03-20T21:10:45Z,,0.608,5.0,-7.092,0.0508,0.019,0.0,0.179,0.795,74.887,1.0,8.0
JUICE BOX,JUICE BOX,Jades Goudreault,2024-04-19,114945,39,2025-03-20T21:10:45Z,,0.97,6.0,-3.212,0.143,0.0484,3.48e-06,0.12,0.741,115.013,4.0,8.0
HUSH,HUNTER,Rhea Raj,2024-05-24,175221,36,2025-03-20T21:10:45Z,,0.798,5.0,-4.867,0.151,0.155,0.000841,0.0585,0.359,112.985,4.0,1.0
White Glove,Alchemical: Volume 1,Dove Cameron,2023-12-01,150413,49,2025-03-20T21:10:45Z,,0.665,7.0,-4.816,0.038,0.0219,0.00249,0.321,0.484,177.937,4.0,1.0
Fallout,Fallout,Elyse Jewel,2024-04-19,139898,26,2025-03-20T21:10:45Z,,0.483,5.0,-6.936,0.0595,0.733,0.0,0.113,0.416,151.005,4.0,10.0
all-american bitch!,teenage nightmare,Mad Tsai,2024-10-10,148000,42,2025-03-20T21:10:45Z,,0.577,2.0,-3.318,0.224,0.00594,8.23e-06,0.516,0.653,180.184,4.0,8.0
guts,love me ugly,margø,2024-08-30,212331,36,2025-03-20T21:10:45Z,,0.592,6.0,-4.838,0.0457,0.063,0.0,0.11,0.662,172.152,3.0,7.0
Belong Together,Rockwood,Mark Ambor,2024-08-16,148317,82,2025-03-20T21:10:45Z,,0.646,2.0,-5.203,0.0282,0.491,0.0,0.212,0.64,90.97,4.0,6.0
LIQUID LUCK,LIQUID LUCK,Gun Boi Kaz,2024-04-26,110589,44,2025-03-20T21:10:45Z,,0.637,1.0,-11.277,0.0403,0.24,0.0,0.241,0.764,98.818,3.0,8.0
Stargazing,Stargazing - EP,"Kygo,Justin Jesso",2017-09-21,236853,65,2025-03-20T21:10:45Z,tropical house,0.677,5.0,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,4.0,1.0
Baby Blue,Baby Blue,Rocco,2024-02-09,171164,28,2025-03-20T21:10:45Z,,0.678,1.0,-12.688,0.0298,0.0411,0.00102,0.103,0.439,109.505,3.0,8.0
White Noise for Relaxation,White Noise for Relaxation,Nylana,2022-05-23,224026,18,2025-03-20T21:10:45Z,,0.185,8.0,-38.076,0.075,0.624,1.0,0.11,0.00471,73.404,1.0,1.0
Harmonious,Harmonious,Somnography,2021-11-19,173500,65,2025-03-20T21:10:45Z,,,,,,,,,,,,1.0
White Noise Low Frequency,Chrome White Noise,Chrome Details Noise,2021-12-23,135964,66,2025-03-20T21:10:45Z,,0.222,5.0,-42.813,0.169,0.943,0.973,0.112,0.0393,66.454,4.0,1.0
Peaceful Flow of White Noise,Peaceful Flow of White Noise,Klangspiel,2022-07-17,269000,68,2025-03-20T21:10:45Z,,0.162,6.0,-35.892,0.0657,0.956,0.761,0.112,0.0361,128.229,1.0,1.0
White Noise in der Grotte,White Noise,Xiskko,2021-05-01,125220,63,2025-03-20T21:10:45Z,,,,,,,,,,,,1.0
Interstellar Cabin,Interstellar Cabin,PARCEL,2022-02-11,140000,60,2025-03-20T21:10:45Z,,0.157,11.0,-37.128,0.0594,0.814,0.97,0.112,0.0435,136.075,3.0,1.0
Still White Noise,White Noise Oasis,Cumulus Clouds,2023-12-31,153844,70,2025-03-20T21:10:45Z,,,,,,,,,,,,1.0
Ljudet av en skugga,Vitt Brus,Akvavit,2023-12-31,164354,67,2025-03-20T21:10:45Z,,,,,,,,,,,,1.0
What's My Name (Red Version) - From Descendants: The Rise of Red/Soundtrack Version,What's My Name (Red Version) [From Descendants: The Rise of Red/Soundtrack Version],"China Anne McClain,Kylie Cantrall,Disney",2024-04-26,146642,59,2025-03-20T21:10:45Z,,0.685,11.0,-3.277,0.102,0.0297,3.84e-05,0.119,0.497,121.978,4.0,4.0
GIBBERISH,GIBBERISH,Tangerine Cassette,2024-04-16,135000,32,2025-03-20T21:10:45Z,,0.667,1.0,-5.399,0.0421,0.00177,0.412,0.105,0.364,114.039,4.0,5.0
99 boys,99 boys,EMELINE,2024-04-12,146317,48,2025-03-20T21:10:45Z,,0.689,4.0,-5.475,0.165,0.0743,0.0,0.201,0.455,107.945,4.0,7.0
해야 (HEYA),IVE SWITCH,IVE,2024-04-29,189680,67,2025-03-20T21:10:45Z,k-pop,0.702,5.0,-3.447,0.0567,0.0297,0.0,0.227,0.685,91.986,4.0,10.0
Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,334084,73,2025-03-20T21:10:45Z,,0.606,0.0,-10.555,0.048,0.315,0.0,0.106,0.238,119.88,4.0,7.0
Cold,That Ain't No Man That's The Devil,Jessie Murph,2024-09-06,170029,52,2025-03-20T21:10:45Z,,0.659,4.0,-4.369,0.039,0.508,0.0,0.347,0.445,88.017,4.0,12.0
LA DI DA,-77.82x-78.29,EVERGLOW,2020-09-21,210893,61,2025-03-20T21:10:45Z,k-pop,0.477,3.0,-1.486,0.0911,0.00108,0.0,0.0675,0.601,163.845,4.0,3.0
LILAC,IU 5th Album 'LILAC',IU,2021-03-25,214253,65,2025-03-20T21:10:45Z,"k-pop,k-ballad",0.738,2.0,-2.275,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,4.0,1.0
FANCY,FANCY YOU,TWICE,2019-04-22,213880,72,2025-03-20T21:10:45Z,k-pop,0.697,5.0,-2.15,0.0449,0.0122,0.0,0.627,0.775,132.018,4.0,3.0
Perfect World,Perfect World,TWICE,2021-07-28,182680,57,2025-03-20T21:10:45Z,k-pop,0.684,3.0,-2.322,0.0611,0.0477,0.0,0.344,0.599,134.98,4.0,1.0
Ditto,Ditto,NewJeans,2022-12-19,185506,78,2025-03-20T21:10:45Z,k-pop,0.814,6.0,-5.957,0.111,0.027,0.0,0.0993,0.183,133.854,4.0,2.0
"눈,코,입 (Eyes, Nose, Lips)",RISE,TAEYANG,2014-06-03,229989,70,2025-03-20T21:10:45Z,k-pop,0.63,0.0,-5.759,0.0379,0.736,0.0,0.264,0.254,143.786,4.0,1.0
Solo,Solo,Myles Smith,2023-11-15,199756,73,2025-03-20T21:10:45Z,,0.586,0.0,-7.993,0.0346,0.715,0.0,0.117,0.365,122.877,4.0,2.0
Love Me Like a Friend,Happy About Everything Else...,Fly By Midnight,2019-11-22,202266,52,2025-03-20T21:10:45Z,,0.713,6.0,-5.57,0.0294,0.0718,0.0,0.0708,0.962,125.052,4.0,3.0
Don't,Don't,VOILÀ,2018-11-09,166713,28,2025-03-20T21:10:45Z,,0.487,2.0,-8.81,0.0505,0.359,0.0,0.14,0.225,101.077,4.0,1.0
Sweet but Psycho,Heaven & Hell,Ava Max,2020-09-18,187436,80,2025-03-20T21:10:45Z,,0.72,1.0,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,4.0,1.0
Something Real,Something Real,Rachel Lorin,2024-04-18,203161,14,2025-03-20T21:10:45Z,,0.499,11.0,-3.942,0.0465,0.111,0.0,0.362,0.273,135.642,4.0,12.0
kill the girl,falling for robots & wishing i was one,LØLØ,2024-06-07,150235,21,2025-03-20T21:10:45Z,,0.557,0.0,-4.588,0.167,0.184,0.000297,0.082,0.748,156.045,4.0,5.0
Kiss The Ground,Turn Off All The Lights,Haven Madison,2024-04-26,155400,36,2025-03-20T21:10:45Z,,0.688,0.0,-9.614,0.0449,0.00265,0.00435,0.0573,0.574,75.042,4.0,13.0
Shake It Off,1989,Taylor Swift,2014-10-27,219200,70,2025-03-20T21:10:45Z,,0.647,7.0,-5.414,0.165,0.0561,0.0,0.148,0.943,160.015,4.0,4.0
Cassandra,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,240205,69,2025-03-20T21:10:45Z,,0.587,10.0,-9.879,0.0595,0.806,0.0,0.137,0.514,139.963,4.0,1.0
I Forgot That You Existed,Lover,Taylor Swift,2019-08-23,170640,70,2025-03-20T21:10:45Z,,0.664,5.0,-10.345,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4.0,1.0
Cruel Summer,Lover,Taylor Swift,2019-08-23,178426,88,2025-03-20T21:10:45Z,,0.552,9.0,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,4.0,9.0
The Man,Lover,Taylor Swift,2019-08-23,190360,79,2025-03-20T21:10:45Z,,0.777,0.0,-5.191,0.054,0.0767,0.0,0.0901,0.633,110.048,4.0,3.0
The Archer,Lover,Taylor Swift,2019-08-23,211240,75,2025-03-20T21:10:45Z,,0.292,0.0,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,4.0,2.0
I Think He Knows,Lover,Taylor Swift,2019-08-23,173386,70,2025-03-20T21:10:45Z,,0.897,0.0,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4.0,2.0
Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,2019-08-23,234146,75,2025-03-20T21:10:45Z,,0.662,11.0,-6.926,0.0736,0.028,0.00615,0.138,0.487,150.088,4.0,1.0
Paper Rings,Lover,Taylor Swift,2019-08-23,222400,76,2025-03-20T21:10:45Z,,0.811,9.0,-6.553,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4.0,1.0
Cornelia Street,Lover,Taylor Swift,2019-08-23,287266,73,2025-03-20T21:10:45Z,,0.824,0.0,-9.728,0.0827,0.781,0.000189,0.1,0.248,102.012,4.0,1.0
Death By A Thousand Cuts,Lover,Taylor Swift,2019-08-23,198533,71,2025-03-20T21:10:45Z,,0.712,4.0,-6.754,0.0629,0.454,0.0,0.319,0.313,94.071,4.0,1.0
London Boy,Lover,Taylor Swift,2019-08-23,190240,72,2025-03-20T21:10:45Z,,0.695,1.0,-6.639,0.05,0.0246,0.000104,0.133,0.557,157.925,4.0,1.0
Soon You’ll Get Better (feat. The Chicks),Lover,"Taylor Swift,The Chicks",2019-08-23,201586,64,2025-03-20T21:10:45Z,country,0.433,0.0,-12.566,0.0641,0.907,0.0,0.123,0.421,207.476,4.0,1.0
You Need To Calm Down,Lover,Taylor Swift,2019-08-23,171360,77,2025-03-20T21:10:45Z,,0.771,2.0,-5.617,0.0553,0.00929,0.0,0.0637,0.714,85.026,4.0,1.0
Afterglow,Lover,Taylor Swift,2019-08-23,223293,74,2025-03-20T21:10:45Z,,0.756,9.0,-8.746,0.0344,0.13,0.0,0.114,0.399,111.011,4.0,1.0
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,"Taylor Swift,Brendon Urie,Panic! At The Disco",2019-08-23,193000,74,2025-03-20T21:10:45Z,emo,0.61,0.0,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162,4.0,1.0
It’s Nice To Have A Friend,Lover,Taylor Swift,2019-08-23,150440,64,2025-03-20T21:10:45Z,,0.737,10.0,-9.912,0.0401,0.971,0.000337,0.171,0.545,70.008,4.0,1.0
Daylight,Lover,Taylor Swift,2019-08-23,293453,78,2025-03-20T21:10:45Z,,0.557,0.0,-9.602,0.0563,0.808,0.000173,0.0772,0.265,149.983,4.0,1.0
FEMININE RAGE,DEAR READER,PEGGY,2024-04-26,147798,60,2025-03-20T21:10:45Z,,0.703,0.0,-7.447,0.0348,0.00226,1.09e-05,0.345,0.962,108.962,4.0,18.0
Utopia,The Death Of Daisies,Neoni,2024-10-11,155000,45,2025-03-20T21:10:45Z,,0.542,8.0,-5.806,0.113,0.00682,4.37e-05,0.106,0.327,179.932,4.0,6.0
II MOST WANTED,COWBOY CARTER,"Beyoncé,Miley Cyrus",2024-03-29,208521,68,2025-03-20T21:10:45Z,,0.533,8.0,-6.132,0.0289,0.497,0.0,0.174,0.256,137.986,4.0,2.0
BLACKBIIRD,COWBOY CARTER,"Beyoncé,Tanner Adell,Brittney Spencer,Tiera Kennedy,Reyna Roberts",2024-03-29,131949,66,2025-03-20T21:10:45Z,,0.476,7.0,-12.553,0.0269,0.716,0.0,0.11,0.201,93.709,4.0,2.0
AMERIICAN REQUIEM,COWBOY CARTER,Beyoncé,2024-03-29,325037,65,2025-03-20T21:10:45Z,,0.374,4.0,-6.482,0.0363,0.0963,0.0,0.171,0.0568,93.769,4.0,2.0
16 CARRIAGES,COWBOY CARTER,Beyoncé,2024-03-29,227250,66,2025-03-20T21:10:45Z,,0.525,1.0,-7.042,0.0798,0.382,0.0,0.167,0.342,126.691,4.0,2.0
EAT,EAT / DIRT,Zoe Ko,2024-04-24,137500,35,2025-03-20T21:10:45Z,,0.857,8.0,-6.122,0.0755,0.368,0.0,0.164,0.962,119.98,4.0,7.0
aphrodite,EDEN,Ashley Sienna,2024-10-04,164400,43,2025-03-20T21:10:45Z,,0.626,10.0,-4.167,0.0274,0.00534,0.000271,0.144,0.257,107.564,4.0,8.0
Departure (From Kiki's Delivery Service),Studio Ghibli Sleep,"Jiro Setsuko,Yashida Miyota",2023-04-25,92128,53,2025-03-20T21:10:45Z,,0.348,3.0,-31.374,0.0391,0.982,0.94,0.107,0.134,166.026,4.0,1.0
A Dream (From From Up On Poppy Hill),Studio Ghibli Sleep,"Jiro Setsuko,Kantan",2023-04-25,122939,52,2025-03-20T21:10:45Z,anime,0.341,4.0,-33.822,0.0574,0.985,0.955,0.108,0.0491,74.536,4.0,1.0
Setsuku And Saita (From Grave Of The Fireflies),Studio Ghibli Sleep,Jiro Setsuko,2023-04-25,107888,52,2025-03-20T21:10:45Z,,0.401,0.0,-33.843,0.0435,0.985,0.951,0.109,0.074,93.516,4.0,1.0
A Hilly Town (From Whisper Of The Heart),Studio Ghibli Sleep,"Jiro Setsuko,Mellow Strings",2023-04-25,89423,52,2025-03-20T21:10:45Z,lullaby,0.436,1.0,-33.673,0.0498,0.989,0.832,0.104,0.414,65.817,4.0,1.0
