Track Name,Album Name,Artist Name(s),Release Date,Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
"Centimeter (From Rent a Girlfriend: Kanojo, Okarishimasu)","Centimeter (From Rent a Girlfriend: Kanojo, Okarishimasu)",Miura Jam,2020-08-26,2025-03-20T17:16:41Z,anime,225343,32,0.622,2.0,-6.196,0.0399,0.00275,0.00036,0.301,0.796,139.954,4.0,28.0
炎,炎,LiSA,2020-10-12,2025-03-20T17:16:41Z,"anime,j-pop,j-rock",275000,60,0.477,2.0,-4.554,0.0325,0.105,0.0,0.277,0.308,152.04,4.0,28.0
GIRI GIRI,GIRI GIRI,"Masayuki Suzuki,すぅ",2022-04-15,2025-03-20T17:16:41Z,"anime,j-pop,kayokyoku,city pop",258765,49,0.78,11.0,-4.053,0.0351,0.223,0.0,0.0484,0.961,127.993,4.0,83.0
Just One Day,Skool Luv Affair,BTS,2014-02-12,2025-03-20T17:16:41Z,k-pop,239469,68,0.685,6.0,-4.705,0.266,0.179,0.0,0.377,0.301,95.092,4.0,2.0
Life Goes On,BE,BTS,2020-11-20,2025-03-20T17:16:41Z,k-pop,207481,75,0.566,1.0,-5.733,0.0424,0.00691,0.0,0.37,0.45,81.068,4.0,1.0
Trivia 轉 : Seesaw,Love Yourself 結 'Answer',BTS,2018-08-24,2025-03-20T17:16:41Z,k-pop,246334,65,0.707,5.0,-4.483,0.035,0.179,0.0,0.102,0.674,106.985,4.0,2.0
Airplane pt.2,Love Yourself 轉 'Tear',BTS,2018-05-18,2025-03-20T17:16:41Z,k-pop,218614,68,0.77,0.0,-4.092,0.0339,0.0265,0.000103,0.084,0.866,139.979,4.0,1.0
Late Night Talking,Harry's House,Harry Styles,2022-05-20,2025-03-20T17:16:41Z,,177954,77,0.714,10.0,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,4.0,24.0
4AM,Songs of the SMP,Derivakat,2021-02-26,2025-03-20T17:16:41Z,,208644,47,0.528,2.0,-5.492,0.0398,0.804,0.0,0.216,0.363,82.686,4.0,20.0
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,2025-03-20T17:16:41Z,,231124,80,0.632,6.0,-4.856,0.0346,0.0623,0.0,0.0885,0.474,130.033,4.0,78.0
SUBURBIA,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,2025-03-20T17:16:41Z,,233759,40,0.49,8.0,-5.925,0.103,0.019,0.0,0.107,0.36,77.927,4.0,9.0
Sunroof,Good Times Go,"Nicky Youre,hey daisy",2023-06-09,2025-03-20T17:16:41Z,,163025,82,0.768,10.0,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4.0,23.0
Kill This Love,KILL THIS LOVE,BLACKPINK,2019-04-05,2025-03-20T17:16:41Z,k-pop,191050,72,0.763,2.0,-5.234,0.191,0.323,0.00221,0.225,0.645,131.875,4.0,4.0
Immortals,American Beauty/American Psycho,Fall Out Boy,2015-01-16,2025-03-20T17:16:41Z,"emo,pop punk,emo pop",189386,75,0.616,2.0,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,4.0,78.0
Classic,MKTO,MKTO,2012,2025-03-20T17:16:41Z,,175426,81,0.72,1.0,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,4.0,68.0
Daydreamin,Daydreamin,Jonathan Tilkin,2017-08-17,2025-03-20T17:16:41Z,,207457,33,0.759,9.0,-3.742,0.0521,0.226,0.0,0.091,0.399,118.035,4.0,20.0
Mango,Mango,Peach Tree Rascals,2019-10-02,2025-03-20T17:16:41Z,,191072,48,0.872,6.0,-6.328,0.0406,0.0216,1.42e-06,0.0891,0.833,122.971,4.0,22.0
Through and Through,Through and Through,khai dreams,2017-12-04,2025-03-20T17:16:41Z,,113684,52,0.851,6.0,-9.307,0.0463,0.383,0.0,0.0843,0.591,94.927,4.0,30.0
Monster (feat. Olivia Olson & Half Shy),Adventure Time: Distant Lands - Obsidian (Original Soundtrack) [Deluxe Edition],"Adventure Time,Half Shy,Olivia Olson",2020-12-04,2025-03-20T17:16:41Z,,99015,58,0.755,4.0,-16.616,0.137,0.885,1.54e-06,0.127,0.422,125.143,4.0,76.0
good 4 u,SOUR,Olivia Rodrigo,2021-05-21,2025-03-20T17:16:41Z,,178146,82,0.563,9.0,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,4.0,80.0
Cloud 9,Honeymoon,Beach Bunny,2020-02-14,2025-03-20T17:16:41Z,,147350,74,0.635,4.0,-3.593,0.0496,0.00167,1.86e-05,0.344,0.904,80.983,4.0,21.0
Nine in the Afternoon - Single Mix,Pretty. Odd.,Panic! At The Disco,2008-03-24,2025-03-20T17:16:41Z,emo,191560,54,0.405,10.0,-5.75,0.0365,0.0843,0.0,0.207,0.397,155.189,4.0,22.0
Pompeii,All This Bad Blood,Bastille,2013-01-01,2025-03-20T17:16:41Z,,214147,73,0.679,9.0,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,4.0,17.0
Dynamite,BE,BTS,2020-11-20,2025-03-20T17:16:41Z,k-pop,199053,79,0.746,6.0,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,4.0,57.0
Sunkissed,Now and Then,khai dreams,2019-10-11,2025-03-20T17:16:41Z,,126464,60,0.766,6.0,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902,4.0,94.0
Your Soul,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,2025-03-20T17:16:41Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",178280,51,0.852,9.0,-3.941,0.367,0.0287,0.0,0.148,0.842,139.946,4.0,23.0
Come True,Come True,"khai dreams,Forest",2018-09-20,2025-03-20T17:16:41Z,,203520,49,0.871,1.0,-5.572,0.15,0.506,2.89e-06,0.0544,0.768,125.074,4.0,24.0
Cherry Cola,Cherry Cola,Kuwada,2018-02-09,2025-03-20T17:16:41Z,,184360,52,0.777,5.0,-6.323,0.0392,0.764,2.25e-06,0.155,0.653,138.04,4.0,17.0
IT'S YOU (feat. keshi),LOVE IN STEREO,"MAX,keshi",2024-02-16,2025-03-20T17:16:41Z,,173426,67,0.663,2.0,-11.579,0.0601,0.85,0.00019,0.141,0.446,89.892,4.0,1.0
Lately,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,2025-03-20T17:16:41Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",207017,50,0.714,0.0,-4.069,0.181,0.227,1.73e-05,0.276,0.869,160.02,4.0,27.0
June Blues,June Blues,Eric Reprid,2018-06-27,2025-03-20T17:16:41Z,,187988,40,0.941,1.0,-5.775,0.0599,0.357,7.35e-05,0.104,0.765,98.002,4.0,16.0
Let's Fall in Love for the Night,Blood Harmony,FINNEAS,2019-10-04,2025-03-20T17:16:41Z,,190348,70,0.737,5.0,-7.941,0.104,0.802,0.0,0.171,0.374,127.918,4.0,80.0
Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,2025-03-20T17:16:41Z,,232693,80,0.632,10.0,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,4.0,69.0
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,2025-03-20T17:16:41Z,,238733,78,0.597,10.0,-11.97,0.0371,0.0119,0.166,0.0678,0.944,109.901,4.0,21.0
Sunny Side Up,Horizons,Surfaces,2020-02-28,2025-03-20T17:16:41Z,,171133,45,0.849,7.0,-8.248,0.0553,0.428,0.0,0.08,0.497,124.953,4.0,18.0
Hooked On A Feeling,Hooked On A Feeling,"Blue Swede,Björn Skifs",1973-04-01,2025-03-20T17:16:41Z,,172866,74,0.547,8.0,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,4.0,17.0
Some Nights,Some Nights,fun.,2012-02-14,2025-03-20T17:16:41Z,,277040,69,0.672,0.0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4.0,26.0
Ain't No Mountain High Enough,United,"Marvin Gaye,Tammi Terrell",1967-08-29,2025-03-20T17:16:41Z,"motown,soul,northern soul,quiet storm",151666,82,0.663,7.0,-10.87,0.032,0.43,0.0,0.184,0.797,129.987,4.0,16.0
Locked Away (feat. Adam Levine),What Dreams Are Made Of,"R. City,Adam Levine",2015-10-09,2025-03-20T17:16:41Z,,227480,81,0.509,1.0,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,5.0,18.0
Why Not Me,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,2025-03-20T17:16:41Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",206194,49,0.905,7.0,-7.384,0.298,0.463,0.0,0.526,0.689,145.961,4.0,21.0
Sunday Best,Where the Light Is,Surfaces,2019-01-06,2025-03-20T17:16:41Z,,158947,73,0.869,5.0,-5.984,0.0454,0.137,0.0,0.0746,0.738,112.003,4.0,24.0
Talk Too Much,How Will You Know If You Never Try,COIN,2017-04-21,2025-03-20T17:16:41Z,,187133,66,0.598,4.0,-5.119,0.0807,0.00947,0.0,0.347,0.482,103.966,4.0,70.0
Life Goes On,D-DAY,Agust D,2023-04-21,2025-03-20T17:16:41Z,"k-pop,k-rap",197638,66,0.439,4.0,-6.471,0.0773,0.0345,0.0,0.292,0.615,162.125,4.0,1.0
DADDY ! DADDY ! DO !,ALL TIME ROCK 'N' ROLL,"Masayuki Suzuki,鈴木愛理",2020-04-15,2025-03-20T17:16:41Z,"anime,j-pop,kayokyoku,city pop",254640,62,0.684,8.0,-3.826,0.0496,0.322,0.0,0.12,0.819,138.104,4.0,33.0
センチメンタルクライシス,Assortrip,halca,2018,2025-03-20T17:16:41Z,"anime,j-pop",243960,49,0.409,7.0,-2.535,0.105,0.0107,0.0018,0.127,0.577,167.127,4.0,30.0
ハートはお手上げ,ハートはお手上げ,鈴木愛理,2022-04-22,2025-03-20T17:16:41Z,"anime,j-pop",227027,40,0.647,5.0,-2.658,0.0953,0.224,8.37e-05,0.169,0.689,156.982,4.0,3.0
風に吹かれて,ハルカカナタヘ,福原 遥,2022-06-08,2025-03-20T17:16:41Z,anime,272826,39,0.388,3.0,-3.724,0.0334,0.291,0.0,0.063,0.401,179.933,4.0,2.0
My Nonfiction,My Nonfiction,"白銀御行(CV:古川慎),藤原千花(CV:小原好美)",2022-05-10,2025-03-20T17:16:41Z,anime,155931,44,0.724,11.0,-3.42,0.225,0.568,0.0,0.344,0.797,155.091,4.0,2.0
Sign,MICROCOSM,FLOW,2010-06-16,2025-03-20T17:16:41Z,"anime,j-rock,j-pop",236426,65,0.363,11.0,-2.899,0.0983,0.00183,0.0,0.335,0.678,177.968,4.0,1.0
The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,2025-03-20T17:16:41Z,k-pop,198053,70,0.808,9.0,-2.179,0.0729,0.0899,0.0,0.0816,0.922,120.044,4.0,2.0
Ko Ko Bop,THE WAR - The 4th Album,EXO,2017-07-18,2025-03-20T17:16:41Z,k-pop,190422,61,0.749,0.0,-4.346,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4.0,24.0
BOOMBOOM,Seventeen 3rd Mini Album ’Going Seventeen’,SEVENTEEN,2016-12-05,2025-03-20T17:16:41Z,k-pop,206227,55,0.853,8.0,-3.047,0.0766,0.0347,0.0,0.171,0.686,108.111,4.0,22.0
Lotto,LOTTO - The 3rd Album Repackage,EXO,2016-08-18,2025-03-20T17:16:41Z,k-pop,189774,61,0.798,11.0,-3.207,0.0386,0.0618,0.0,0.193,0.702,99.996,4.0,23.0
Shouldn't Be,Shouldn't Be,Luke Chiang,2019-05-01,2025-03-20T17:16:41Z,,210480,73,0.647,6.0,-10.344,0.0312,0.728,0.0,0.123,0.323,124.999,3.0,160.0
Used to Me,Used to Me,Luke Chiang,2019-06-11,2025-03-20T17:16:41Z,,179544,65,0.797,5.0,-7.315,0.143,0.318,8.98e-06,0.352,0.691,100.029,4.0,168.0
May I Ask,May I Ask,"Luke Chiang,Alexis Kim",2019-04-01,2025-03-20T17:16:41Z,,230592,66,0.716,2.0,-9.216,0.0468,0.353,0.0,0.0897,0.389,146.021,4.0,149.0
Home,Home,Luke Chiang,2019-09-13,2025-03-20T17:16:41Z,,170952,61,0.808,0.0,-8.216,0.0439,0.254,1.61e-05,0.13,0.418,93.006,4.0,163.0
Paragraphs,Paragraphs,Luke Chiang,2019-10-18,2025-03-20T17:16:41Z,,233544,64,0.51,2.0,-9.913,0.0576,0.827,8.01e-06,0.28,0.208,73.354,4.0,151.0
Monster,Monster,Haven Madison,2024-03-08,2025-03-20T17:16:41Z,,199320,30,0.457,1.0,-8.006,0.0563,0.0517,0.00624,0.1,0.339,174.033,4.0,24.0
AVA,AVA,Natalie Jane,2022-11-18,2025-03-20T17:16:41Z,,159338,59,0.598,3.0,-6.242,0.034,0.18,0.0,0.081,0.23,86.991,4.0,7.0
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),"MAX,SUGA",2020-09-15,2025-03-20T17:16:41Z,k-pop,172244,57,0.746,0.0,-7.034,0.101,0.454,0.000922,0.133,0.411,149.967,4.0,76.0
IF I DON'T TEXT YOU FIRST,IF I DON'T TEXT YOU FIRST,Tiffany Day,2021-06-21,2025-03-20T17:16:41Z,,133547,55,0.76,9.0,-6.802,0.0824,0.269,0.0,0.305,0.677,104.987,4.0,2.0
Butter,Proof,BTS,2022-06-10,2025-03-20T17:16:41Z,k-pop,164952,74,0.759,8.0,-5.187,0.0948,0.00323,0.0,0.0788,0.695,109.997,4.0,25.0
Why?,Why?,PLAVE,2023-05-25,2025-03-20T17:16:41Z,k-pop,147373,58,0.843,0.0,-5.569,0.0342,0.49,0.00106,0.123,0.669,100.03,4.0,3.0
Palette (feat. G-DRAGON),Palette,"IU,G-DRAGON",2017-04-21,2025-03-20T17:16:41Z,"k-pop,k-ballad,k-rap",217412,62,0.804,0.0,-3.81,0.2,0.458,0.0,0.102,0.62,102.013,4.0,1.0
Pink cheeks,Pink cheeks,eldon,2020-06-04,2025-03-20T17:16:41Z,,183773,50,0.835,6.0,-4.509,0.0407,0.391,8.28e-06,0.124,0.705,95.012,4.0,1.0
Boy in Luv,Skool Luv Affair,BTS,2014-02-12,2025-03-20T17:16:41Z,k-pop,230778,67,0.491,0.0,-2.252,0.306,0.00261,0.0,0.34,0.474,166.236,4.0,6.0
Lucky One,EX'ACT,EXO,2016-06-09,2025-03-20T17:16:41Z,k-pop,227485,51,0.731,1.0,-3.95,0.055,0.169,0.0,0.0892,0.799,120.951,4.0,18.0
IDOL,Love Yourself 結 'Answer',BTS,2018-08-24,2025-03-20T17:16:41Z,k-pop,222732,71,0.733,9.0,-3.211,0.118,0.00481,0.0,0.123,0.42,126.035,4.0,12.0
Growl,The 1st Album 'XOXO' (Repackage),EXO,2013-08-05,2025-03-20T17:16:41Z,k-pop,207053,64,0.681,11.0,-2.83,0.0603,0.145,0.0,0.556,0.876,89.993,4.0,9.0
The Eve,THE WAR - The 4th Album,EXO,2017-07-18,2025-03-20T17:16:41Z,k-pop,176026,63,0.636,0.0,-5.352,0.0334,0.0223,0.0,0.293,0.516,135.104,4.0,1.0
Psycho,‘The ReVe Festival’ Finale,Red Velvet,2019-12-23,2025-03-20T17:16:41Z,k-pop,210560,69,0.664,8.0,-2.203,0.0446,0.193,0.0,0.0854,0.405,139.987,4.0,1.0
BOSS,NCT 2018 EMPATHY,"NCT,NCT U",2018-03-14,2025-03-20T17:16:41Z,k-pop,210641,60,0.787,10.0,-6.7,0.037,0.0233,0.0,0.0861,0.332,99.026,4.0,7.0
EVERBLUE,EVERBLUE,Omoinotake,2021-10-01,2025-03-20T17:16:41Z,"j-pop,city pop,anime,japanese indie",241866,46,0.597,8.0,-4.225,0.173,0.0463,0.0,0.299,0.498,134.985,4.0,26.0
色彩,awake＆build,yama,2024-01-24,2025-03-20T17:16:41Z,"j-pop,anime,j-rock",192920,60,0.581,7.0,-3.373,0.0736,0.153,0.0,0.254,0.856,117.045,4.0,23.0
LOST IN PARADISE,LOST IN PARADISE,"ALI,AKLO",2020-10-10,2025-03-20T17:16:41Z,"anime,j-pop,j-rap,j-r&b",327966,65,0.648,6.0,-4.565,0.0786,0.0961,2.07e-06,0.0629,0.728,121.994,4.0,31.0
crossing field,LANDSPACE,LiSA,2013-10-30,2025-03-20T17:16:41Z,"anime,j-pop,j-rock",248946,68,0.45,5.0,-2.246,0.282,0.0186,0.0,0.265,0.314,179.041,4.0,25.0
キミの隣,Assortrip,halca,2018,2025-03-20T17:16:41Z,"anime,j-pop",279133,39,0.596,5.0,-3.011,0.0365,0.0135,1.44e-06,0.337,0.58,134.971,4.0,26.0
Sparkle - movie ver.,Your Name.,RADWIMPS,2016-08-24,2025-03-20T17:16:41Z,"anime,j-pop,j-rock",537653,66,0.372,11.0,-8.421,0.0339,0.687,0.00784,0.109,0.287,123.993,4.0,27.0
色香水,CLOSET,Yoh kamiyama,2022-04-27,2025-03-20T17:16:41Z,"anime,j-pop,japanese indie,j-rock",251186,54,0.615,7.0,-5.811,0.0274,0.0576,0.000135,0.229,0.738,147.984,4.0,25.0
Comedy,Comedy,Gen Hoshino,2022-04-08,2025-03-20T17:16:41Z,"j-pop,anime",230666,63,0.676,1.0,-6.746,0.143,0.0322,1.01e-06,0.358,0.715,87.917,4.0,23.0
紅蓮華,LEO-NiNE,LiSA,2020-10-14,2025-03-20T17:16:41Z,"anime,j-pop,j-rock",237586,73,0.541,4.0,-2.828,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,4.0,30.0
Cry Baby,Cry Baby,OFFICIAL HIGE DANDISM,2021-05-07,2025-03-20T17:16:41Z,"j-pop,anime,j-rock",240284,59,0.318,1.0,-4.605,0.131,0.0116,0.0,0.393,0.437,199.844,4.0,80.0
SIREN,POP MUSIC,Lilyisthatyou,2023-12-07,2025-03-20T17:16:41Z,,136543,55,0.76,0.0,-4.459,0.155,0.184,0.0,0.313,0.614,122.016,4.0,4.0
BAD BITCH,MY GOD!,Tessa Violet,2023-07-14,2025-03-20T17:16:41Z,,137995,45,0.829,9.0,-8.123,0.185,0.272,2.95e-06,0.219,0.619,176.12,4.0,7.0
Movies,Superache,Conan Gray,2022-06-24,2025-03-20T17:16:41Z,,214100,60,0.349,11.0,-6.073,0.0352,0.105,0.0,0.153,0.209,104.477,4.0,1.0
WINE (Feat.Changmo) (Prod. SUGA),WINE,"SURAN,CHANGMO",2017-04-27,2025-03-20T17:16:41Z,"k-pop,k-rap",232194,53,0.62,4.0,-2.713,0.0447,0.314,0.0,0.105,0.502,145.87,4.0,1.0
Since U Been Gone,Breakaway,Kelly Clarkson,2004-01-17,2025-03-20T17:16:41Z,christmas,188960,76,0.662,0.0,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,4.0,2.0
What Makes You Beautiful,Up All Night,One Direction,2012-05-25,2025-03-20T17:16:41Z,,199986,84,0.726,4.0,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,4.0,4.0
Promiscuous,Loose,"Nelly Furtado,Timbaland",2006-01-01,2025-03-20T17:16:41Z,,242293,85,0.808,10.0,-6.098,0.0504,0.0573,6.17e-05,0.154,0.868,114.328,4.0,4.0
Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-07,2025-03-20T17:16:41Z,,178560,79,0.874,5.0,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4.0,2.0
Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-05-11,2025-03-20T17:16:41Z,,222091,79,0.704,2.0,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,2.0
Line Without a Hook,Montgomery Ricky,Ricky Montgomery,2016-04-08,2025-03-20T17:16:41Z,,249586,80,0.432,8.0,-4.969,0.0285,0.262,0.0,0.258,0.507,190.028,3.0,129.0
hope,Elements,"Bcalm,Purrple Cat",2021-09-07,2025-03-20T17:16:41Z,"lo-fi,lo-fi beats",164000,52,0.573,5.0,-11.168,0.0308,0.918,0.94,0.131,0.076,127.998,4.0,1.0
Daydreaming,The Prophecy,Tenno,2020-12-06,2025-03-20T17:16:41Z,"lo-fi,lo-fi beats",173823,51,0.489,10.0,-14.945,0.0748,0.927,0.931,0.116,0.0966,136.004,4.0,6.0
Kyouran Hey Kids!!,FIXION,THE ORAL CIGARETTES,2016-01-05,2025-03-20T17:16:41Z,"j-rock,anime,j-pop",250973,67,0.526,8.0,-1.82,0.111,0.00318,0.00161,0.187,0.781,142.016,4.0,1.0
バイバイ YESTERDAY,バイバイ YESTERDAY,3年E組うた担(渚&茅野&業&磯貝&前原),2016-05-25,2025-03-20T17:16:41Z,anime,248800,55,0.591,0.0,-2.483,0.0675,0.0389,0.0,0.214,0.96,180.048,4.0,1.0
