Track Name,Album Name,Artist Name(s),Release Date,Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Come Inside Of My Heart,CLAPCLAPCLAP!,IV Of Spades,2019-01-18,2025-03-21T21:22:14Z,"opm,pinoy indie,harana,p-pop,kundiman",246396,76,0.676,10.0,-9.411,0.03,0.00321,0.000582,0.241,0.689,113.007,4.0,1.0
Why Can't We Be Friends?,Tales from the Backseat,The Academic,2018-01-12,2025-03-21T21:22:14Z,,203600,39,0.571,9.0,-4.098,0.0298,0.000395,1.81e-06,0.332,0.72,129.994,4.0,2.0
Kiwi,Harry Styles,Harry Styles,2017-05-12,2025-03-21T21:22:14Z,,176386,70,0.375,2.0,-2.631,0.0561,0.00064,0.0,0.318,0.491,147.124,4.0,2.0
Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,2025-03-21T21:22:14Z,"indie,garage rock",272394,87,0.548,5.0,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,4.0,6.0
1950,1950,King Princess,2018-02-23,2025-03-21T21:22:14Z,,225133,65,0.6,4.0,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,4.0,1.0
Not Alone (Live),StarKid Homecoming: Vol. 2 (Live),"Jaime Lyn Beatty,Darren Criss,Joey Richter,Bonnie Socha",2019-12-18,2025-03-21T21:22:14Z,musicals,270531,21,0.381,2.0,-7.419,0.0509,0.377,0.0,0.785,0.332,118.422,3.0,2.0
Oh shit…are we in love?,Last Birthday,Valley,2021-10-01,2025-03-21T21:22:14Z,,155384,54,0.697,6.0,-6.335,0.0502,0.0576,1.81e-06,0.294,0.37,95.086,4.0,1.0
jupiter,DIVE,almost monday,2024-09-25,2025-03-21T21:22:14Z,,182380,55,0.649,3.0,-4.771,0.0375,0.00868,0.00126,0.0527,0.934,103.973,4.0,11.0
Come With Me,Come With Me,Chxrlotte,2019-07-04,2025-03-21T21:22:14Z,,156586,53,0.721,1.0,-8.739,0.0359,0.843,0.0,0.308,0.653,115.95,4.0,1.0
unlasting,LEO-NiNE,LiSA,2020-10-14,2025-03-21T21:22:14Z,"anime,j-pop,j-rock",296813,56,0.637,7.0,-5.893,0.0302,0.53,0.0,0.0977,0.343,113.256,4.0,2.0
It Takes A Fool To Remain Sane,It Takes A Fool To Remain Sane,Omar Rudberg,2021-07-02,2025-03-21T21:22:14Z,,177625,48,0.685,0.0,-7.219,0.0499,0.221,8.61e-06,0.373,0.563,125.952,4.0,1.0
Honey Lavender,"Technicolour, Vol. 1",ieuan,2019-07-26,2025-03-21T21:22:14Z,,180000,43,0.799,8.0,-9.238,0.0442,0.466,0.0,0.0905,0.771,147.091,4.0,2.0
Talk that Talk,BETWEEN 1&2,TWICE,2022-08-26,2025-03-21T21:22:14Z,k-pop,177466,68,0.772,3.0,-2.438,0.124,0.136,0.0,0.334,0.783,119.973,4.0,4.0
OMG,NewJeans 'OMG',NewJeans,2023-01-02,2025-03-21T21:22:14Z,k-pop,212253,78,0.804,9.0,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4.0,2.0
Ko Ko Bop,THE WAR - The 4th Album,EXO,2017-07-18,2025-03-21T21:22:14Z,k-pop,190422,61,0.749,0.0,-4.346,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4.0,14.0
Any song,Any song,ZICO,2020-01-13,2025-03-21T21:22:14Z,"k-rap,k-pop",227226,62,0.874,10.0,-2.416,0.129,0.118,0.0,0.11,0.896,108.007,4.0,1.0
I ≠ DOLL,I ≠ DOLL,HUH YUNJIN,2023-01-09,2025-03-21T21:22:14Z,k-pop,150269,55,0.618,7.0,-5.456,0.0621,0.00289,0.0,0.146,0.389,159.996,4.0,1.0
Shine,Positive,PENTAGON,2018-04-02,2025-03-21T21:22:14Z,k-pop,198795,60,0.74,3.0,-2.187,0.0546,0.411,0.0,0.0578,0.791,150.013,4.0,2.0
Sign,MICROCOSM,FLOW,2010-06-16,2025-03-21T21:22:14Z,"anime,j-rock,j-pop",236426,65,0.363,11.0,-2.899,0.0983,0.00183,0.0,0.335,0.678,177.968,4.0,2.0
渋谷で5時,野宮真貴 渋谷系ソングブック,"Maki Nomiya,Clémentine,Masayuki Suzuki",2018-10-31,2025-03-21T21:22:14Z,"shibuya-kei,city pop,kayokyoku,japanese indie,electro swing,bossa nova,anime,j-pop",261986,29,0.712,5.0,-5.309,0.0313,0.0548,0.000423,0.116,0.934,123.912,4.0,1.0
風に吹かれて,ハルカカナタヘ,福原 遥,2022-06-08,2025-03-21T21:22:14Z,anime,272826,39,0.388,3.0,-3.724,0.0334,0.291,0.0,0.063,0.401,179.933,4.0,1.0
打上花火,THANK YOU BLUE,"Daoko,Kenshi Yonezu",2017-12-20,2025-03-21T21:22:14Z,"j-pop,anime,j-rock",289577,65,0.625,6.0,-4.315,0.0249,0.288,0.0,0.107,0.292,95.968,4.0,1.0
悲しくて lulululu -Original ver.-,KAGUYA Music Collection Season3,Keiki Nishida,2023-03-31,2025-03-21T21:22:14Z,anime,250680,16,0.662,0.0,-4.002,0.0401,0.0161,0.0,0.0337,0.54,114.98,4.0,1.0
信じて,KAGUYA Music Collection Season3,Kei Haneoka,2023-03-31,2025-03-21T21:22:14Z,anime,129493,14,0.236,5.0,-5.56,0.0296,0.0953,0.867,0.0487,0.0635,80.98,4.0,1.0
俺のノンフィクション,KAGUYA Music Collection Season3,Kei Haneoka,2023-03-31,2025-03-21T21:22:14Z,anime,51906,8,0.774,1.0,-8.734,0.201,0.000721,0.845,0.0369,0.249,125.029,4.0,1.0
ひたむき,KAGUYA Music Collection Season3,Kei Haneoka,2023-03-31,2025-03-21T21:22:14Z,anime,142426,8,0.552,2.0,-5.912,0.0285,0.00649,0.776,0.286,0.211,124.009,4.0,1.0
むかーしむかし,KAGUYA Music Collection Season3,Kei Haneoka,2023-03-31,2025-03-21T21:22:14Z,anime,96240,5,0.207,9.0,-13.316,0.0373,0.929,0.77,0.335,0.0397,104.738,3.0,1.0
Love is Show,Love is Show,"Masayuki Suzuki,高城れに",2022-12-16,2025-03-21T21:22:14Z,"anime,j-pop,kayokyoku,city pop,c-pop",242027,40,0.697,1.0,-6.063,0.0428,0.233,0.0,0.336,0.852,141.01,5.0,3.0
History Maker,History Maker,DEAN FUJIOKA,2016-10-07,2025-03-21T21:22:14Z,anime,190044,54,0.397,9.0,-4.292,0.0855,0.102,0.0,0.0744,0.456,67.012,4.0,35.0
Pretty Savage,THE ALBUM,BLACKPINK,2020-10-02,2025-03-21T21:22:14Z,k-pop,201122,70,0.701,9.0,-7.42,0.0414,0.00886,0.000122,0.106,0.333,152.045,4.0,1.0
Everything Goes On,Everything Goes On,"Porter Robinson,League of Legends",2022-07-14,2025-03-21T21:22:14Z,"edm,electronic",202821,60,0.55,7.0,-6.542,0.0309,0.0191,0.0,0.0999,0.323,156.957,4.0,1.0
Baby Don’t Stop,NCT 2018 EMPATHY,"NCT,NCT U",2018-03-14,2025-03-21T21:22:14Z,k-pop,183019,59,0.827,8.0,-6.391,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,4.0,1.0
HIP,reality in BLACK,MAMAMOO,2019-11-14,2025-03-21T21:22:14Z,k-pop,195306,65,0.782,3.0,-4.581,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,4.0,1.0
KAZINO,KAZINO,BIBI,2020-04-29,2025-03-21T21:22:14Z,"k-pop,k-rap",185946,59,0.625,6.0,-3.715,0.0414,0.139,0.0,0.11,0.263,133.041,4.0,1.0
Forever Young,SQUARE UP,BLACKPINK,2018-06-15,2025-03-21T21:22:14Z,k-pop,239100,66,0.605,4.0,-2.907,0.0886,0.0414,0.0,0.0746,0.506,110.01,4.0,1.0
MONTERO (Call Me By Your Name),MONTERO,Lil Nas X,2021-09-17,2025-03-21T21:22:14Z,,137704,74,0.593,8.0,-6.725,0.22,0.293,0.0,0.405,0.71,178.781,4.0,2.0
Waiting On A Miracle,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,2021-11-19,2025-03-21T21:22:14Z,,161840,66,0.48,1.0,-8.145,0.069,0.171,0.0,0.131,0.267,190.066,3.0,1.0
Glimpse of Us,SMITHEREENS,Joji,2022-11-04,2025-03-21T21:22:14Z,,233453,82,0.441,8.0,-9.963,0.0448,0.899,3.69e-06,0.155,0.272,169.672,3.0,61.0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,2021-11-19,2025-03-21T21:22:14Z,,202226,69,0.65,2.0,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,4.0,1.0
Wishing We Were More Than Friends,"Wow, Big Legend",push baby,2021-06-18,2025-03-21T21:22:14Z,,177391,41,0.653,8.0,-4.252,0.0278,0.179,0.0,0.0656,0.596,115.054,4.0,3.0
First Burn,First Burn,"Ari Afsar,Julia Harriman,Lexi Lawson,Rachelle Ann Go,Shoba Narayan",2018-04-30,2025-03-21T21:22:14Z,"musicals,opm",182827,65,0.679,11.0,-6.871,0.036,0.343,0.0,0.649,0.346,99.024,3.0,1.0
If I Could Tell Her,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Laura Dreyfuss",2017-02-03,2025-03-21T21:22:14Z,musicals,248653,59,0.584,4.0,-8.249,0.0405,0.647,0.0,0.152,0.455,96.026,4.0,1.0
What'd I Miss,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan,Original Broadway Cast of Hamilton",2015-09-25,2025-03-21T21:22:14Z,musicals,236701,65,0.539,7.0,-7.763,0.386,0.169,0.0,0.14,0.319,177.787,4.0,1.0
My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",2015-09-25,2025-03-21T21:22:14Z,musicals,333154,70,0.698,8.0,-6.764,0.415,0.15,0.0,0.0903,0.568,180.466,4.0,2.0
Farmer Refuted,Hamilton (Original Broadway Cast Recording),"Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",2015-09-25,2025-03-21T21:22:14Z,musicals,112742,66,0.795,9.0,-8.334,0.372,0.684,0.0,0.0548,0.577,77.879,3.0,1.0
Alexander Hamilton,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Lin-Manuel Miranda,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",2015-09-25,2025-03-21T21:22:14Z,musicals,236737,72,0.609,11.0,-7.861,0.285,0.522,0.0,0.118,0.552,131.995,4.0,2.0
old fashioned,aurora,owlh,2020-07-17,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",147000,29,0.653,7.0,-7.709,0.0469,0.701,0.876,0.114,0.043,80.022,4.0,1.0
loophole,TBD,OMXS,2020-10-09,2025-03-21T21:22:14Z,lo-fi,90000,29,0.539,7.0,-13.441,0.377,0.828,0.755,0.469,0.525,77.598,4.0,1.0
cool aid,timbert,timbert,2020-06-05,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",87471,28,0.535,6.0,-21.547,0.111,0.776,0.435,0.12,0.306,83.669,4.0,2.0
"Coffee, the Day After",About Last Night,Yedai,2022-09-16,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",133020,14,0.608,4.0,-16.437,0.0494,0.593,0.00338,0.403,0.161,119.962,4.0,1.0
Take Me Far Away,Field Trip,Yedai,2021-01-01,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",124235,28,0.718,6.0,-20.396,0.0492,0.547,0.839,0.11,0.327,85.059,4.0,1.0
golfday,Product: Vol. 1,Vubreeze,2021-01-13,2025-03-21T21:22:14Z,lo-fi,113239,18,0.604,11.0,-21.963,0.0456,0.945,0.928,0.112,0.132,141.948,4.0,2.0
Animal,002 (other people's songs),lokash,2022-07-01,2025-03-21T21:22:14Z,lo-fi,192857,39,0.767,5.0,-11.835,0.0381,0.763,0.92,0.113,0.292,112.019,4.0,2.0
i've been pwned (do it all),timbert,timbert,2020-06-05,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",121779,27,0.463,6.0,-21.17,0.0344,0.752,0.207,0.296,0.131,81.962,4.0,2.0
when the party's over,when the party's over,lokash,2021-06-11,2025-03-21T21:22:14Z,lo-fi,169736,40,0.61,7.0,-13.974,0.229,0.821,0.809,0.138,0.258,75.876,3.0,3.0
facetime and chill,aurora,owlh,2020-07-17,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",160250,29,0.74,0.0,-11.673,0.0469,0.582,0.851,0.135,0.274,105.022,4.0,1.0
Progression,Jukebox,LAV8,2021-01-01,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",177054,18,0.721,10.0,-10.162,0.0779,0.594,0.891,0.347,0.31,182.076,3.0,2.0
Ladybug,Mind Fix,Yedai,2020-11-27,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",100909,28,0.71,4.0,-13.697,0.0808,0.603,0.881,0.144,0.541,176.024,4.0,1.0
RIP Udden,Portals,Miro Mas,2022-11-04,2025-03-21T21:22:14Z,lo-fi,211445,14,0.452,6.0,-19.574,0.0513,0.921,0.918,0.101,0.0902,95.058,4.0,2.0
sampla,timbert,timbert,2020-06-05,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",129000,29,0.722,6.0,-25.21,0.101,0.635,0.895,0.12,0.178,80.002,4.0,1.0
Eleven,Portals,Miro Mas,2022-11-04,2025-03-21T21:22:14Z,lo-fi,129580,14,0.874,2.0,-13.755,0.241,0.961,0.925,0.0959,0.502,85.047,3.0,1.0
Sunset Lover,002 (other people's songs),lokash,2022-07-01,2025-03-21T21:22:14Z,lo-fi,178296,40,0.551,7.0,-13.403,0.0493,0.86,0.853,0.151,0.296,87.947,4.0,3.0
meadow,waves,owlh,2021-01-01,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",167832,28,0.754,5.0,-10.912,0.0421,0.473,0.927,0.115,0.215,143.023,4.0,3.0
fantasy,aurora,owlh,2020-07-17,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",154500,28,0.68,9.0,-7.49,0.0319,0.597,0.903,0.132,0.117,90.024,4.0,1.0
No Surprises,My Name Is Spruce,Granlund,2022-06-10,2025-03-21T21:22:14Z,lo-fi,176368,38,0.602,5.0,-13.225,0.0282,0.391,0.881,0.0904,0.515,150.056,4.0,2.0
Lemonade,Mind Fix,Yedai,2020-11-27,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",131845,29,0.731,7.0,-12.878,0.0451,0.759,0.89,0.0952,0.68,87.998,3.0,1.0
Essential,Jukebox,LAV8,2021-01-01,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",158000,18,0.763,6.0,-12.441,0.364,0.0671,0.88,0.0972,0.511,159.98,4.0,1.0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,2023-04-07,2025-03-21T21:22:14Z,,95440,66,0.698,10.0,-10.9,0.0483,0.797,0.0,0.1,0.419,92.138,4.0,8.0
Ctrl + Esc,Ctrl + Esc,Project Orange,2019-11-15,2025-03-21T21:22:14Z,"pinoy indie,opm",198810,32,0.627,3.0,-8.222,0.0314,0.352,0.00811,0.0839,0.692,125.025,4.0,1.0
this call is coming from inside the house,this call is coming from inside the house,Bea Miller,2023-04-28,2025-03-21T21:22:14Z,,161451,29,0.585,4.0,-5.322,0.0564,0.00601,0.000871,0.556,0.394,119.986,4.0,1.0
I Think I Made You Up,I Think I Made You Up,Chymes,2022-12-09,2025-03-21T21:22:14Z,,137213,24,0.675,8.0,-6.34,0.138,0.0749,3.54e-06,0.102,0.597,96.921,4.0,1.0
My Own Worst Enemy,My Own Worst Enemy,Chymes,2023-02-03,2025-03-21T21:22:14Z,,171373,10,0.654,11.0,-8.042,0.0313,0.513,0.0,0.184,0.537,77.966,4.0,2.0
d e a d,d e a d,Madelline,2022-10-26,2025-03-21T21:22:14Z,,157933,47,0.738,11.0,-7.156,0.176,0.759,4.15e-05,0.0834,0.816,182.151,4.0,1.0
That Girl,That Girl,Emei,2022-07-13,2025-03-21T21:22:14Z,,140426,61,0.697,7.0,-5.929,0.0917,0.00533,0.0,0.377,0.726,94.978,4.0,4.0
Gourmet,Gourmet,FLAVIA,2023-03-31,2025-03-21T21:22:14Z,,133958,29,0.642,7.0,-6.636,0.348,0.565,0.0,0.129,0.754,125.046,4.0,3.0
Happy,Happy,Silent Child,2023-01-20,2025-03-21T21:22:14Z,,160941,33,0.511,8.0,-7.573,0.0912,0.0165,1.92e-06,0.41,0.368,170.036,4.0,13.0
Medusa,Apollo,Kaia Jette,2024-05-31,2025-03-21T21:22:14Z,,156671,53,0.685,4.0,-8.829,0.0433,0.0344,0.0,0.28,0.53,142.019,4.0,2.0
Bye Bye Blues,Bye Bye Blues,Stela Cole,2022-10-21,2025-03-21T21:22:14Z,,170526,30,0.775,4.0,-4.58,0.0377,0.0623,4.24e-06,0.0928,0.964,114.018,4.0,1.0
Problems,Problems,Jake Daniels,2022-08-12,2025-03-21T21:22:14Z,,170847,42,0.712,8.0,-9.314,0.113,0.354,0.00117,0.498,0.676,117.908,4.0,1.0
Woman of the Hour,Woman of the Hour,Stela Cole,2020-11-20,2025-03-21T21:22:14Z,,169934,53,0.669,9.0,-6.555,0.0655,0.0139,0.0,0.0833,0.631,95.02,4.0,1.0
When You Say My Name,When You Say My Name,Chandler Leighton,2022-03-10,2025-03-21T21:22:14Z,melodic bass,148275,64,0.793,1.0,-8.012,0.0413,0.0379,0.0,0.129,0.576,92.961,4.0,1.0
Regrets,Regrets,Emei,2022-09-28,2025-03-21T21:22:14Z,,122253,41,0.756,7.0,-5.622,0.0311,0.155,0.0,0.11,0.141,100.018,4.0,1.0
Seasons,The Monster You Made Me,Chloe Adams,2023-04-07,2025-03-21T21:22:14Z,,163602,51,0.704,1.0,-5.274,0.0356,0.208,0.000408,0.091,0.541,92.021,4.0,1.0
MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,TWICE,2023-01-20,2025-03-21T21:22:14Z,k-pop,180320,60,0.749,1.0,-3.265,0.0578,0.392,2.12e-06,0.086,0.606,125.09,4.0,1.0
Favorite Part,Op.22 Y-Waltz : in Minor,JO YURI,2022-10-24,2025-03-21T21:22:14Z,k-pop,98600,44,0.603,6.0,-6.632,0.0397,0.844,0.0,0.22,0.419,95.936,3.0,1.0
To you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,2021-10-22,2025-03-21T21:22:14Z,k-pop,225573,65,0.575,2.0,-5.152,0.115,0.0242,0.0,0.0842,0.492,99.836,4.0,1.0
Feel Special,Feel Special,TWICE,2019-09-23,2025-03-21T21:22:14Z,k-pop,206866,69,0.708,1.0,-1.338,0.0604,0.0296,0.00188,0.107,0.644,128.981,4.0,1.0
Shinunoga E-Wa,HELP EVER HURT NEVER,Fujii Kaze,2020-05-20,2025-03-21T21:22:14Z,j-pop,185573,77,0.6,6.0,-6.124,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4.0,1.0
WEEDKILLER,WEEDKILLER,Ashnikko,2023-08-25,2025-03-21T21:22:14Z,,126189,54,0.713,1.0,-3.762,0.0815,0.168,0.0,0.427,0.567,120.103,4.0,15.0
labour,labour,Paris Paloma,2023-03-23,2025-03-21T21:22:14Z,,237744,76,0.65,11.0,-10.3,0.101,0.396,0.000112,0.354,0.441,83.963,4.0,11.0
WHEN THE PARTY'S OVER,WHEN THE PARTY'S OVER,Cami Petyn,2023-04-27,2025-03-21T21:22:14Z,,191554,16,0.519,6.0,-7.598,0.0317,0.223,0.0,0.0554,0.3,94.057,4.0,3.0
Hot Gum,Hot Gum,SOFIA ISELLA,2023-05-05,2025-03-21T21:22:14Z,,240937,58,0.739,7.0,-8.868,0.106,0.292,0.00521,0.112,0.473,106.982,4.0,11.0
Pretty U,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],SEVENTEEN,2016-04-25,2025-03-21T21:22:14Z,k-pop,207299,64,0.642,8.0,-2.82,0.163,0.0173,0.0,0.0815,0.884,155.088,4.0,11.0
VERY NICE,Love&Letter repackage album,SEVENTEEN,2016-07-04,2025-03-21T21:22:14Z,k-pop,192092,68,0.746,3.0,-2.818,0.0725,0.0526,0.0,0.0858,0.879,121.967,4.0,17.0
BOOMBOOM,Seventeen 3rd Mini Album ’Going Seventeen’,SEVENTEEN,2016-12-05,2025-03-21T21:22:14Z,k-pop,206227,55,0.853,8.0,-3.047,0.0766,0.0347,0.0,0.171,0.686,108.111,4.0,15.0
Boulevard of Broken Dreams,Boulevard of Broken Dreams,Green Day,2004,2025-03-21T21:22:14Z,"punk,pop punk",261266,73,0.49,8.0,-3.68,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,4.0,1.0
dot dot dot,that's how you make a villain,emlyn,2024-07-12,2025-03-21T21:22:14Z,,137140,41,0.602,8.0,-7.738,0.157,0.183,0.0,0.101,0.447,156.08,4.0,12.0
PainHub,High Concept,salem ilese,2023-09-15,2025-03-21T21:22:14Z,,135720,34,0.581,4.0,-4.227,0.0602,0.00468,0.0,0.364,0.721,133.951,4.0,5.0
Happy,Super Over,Leah Kate,2023-09-15,2025-03-21T21:22:14Z,,164466,34,0.748,8.0,-3.07,0.0277,0.0855,0.000191,0.0826,0.739,91.986,4.0,13.0
Drama King,Drama King,Bellah Mae,2023-02-09,2025-03-21T21:22:14Z,,157350,51,0.572,0.0,-4.315,0.104,0.0225,0.0,0.524,0.66,150.833,4.0,7.0
boyfriend,boyfriend,lleo,2023-04-12,2025-03-21T21:22:14Z,,168548,13,0.395,4.0,-7.01,0.0677,0.0269,0.0,0.781,0.521,200.036,4.0,7.0
Spot It I Got It,Spot It I Got It,"Nito NB,KG970,Kilvertz",2022-11-11,2025-03-21T21:22:14Z,"uk drill,drill,grime",161073,24,0.783,9.0,-11.08,0.503,0.233,0.0,0.107,0.703,149.156,4.0,11.0
FUNERAL,FUNERAL,Neoni,2023-05-19,2025-03-21T21:22:14Z,,181923,52,0.58,9.0,-3.904,0.262,0.00716,0.0,0.515,0.369,156.133,4.0,16.0
"Father, Son, Holy Ghost","Father, Son, Holy Ghost",BAYBE,2023-04-06,2025-03-21T21:22:14Z,,153384,45,0.696,1.0,-6.378,0.249,0.0346,1.86e-06,0.0725,0.487,172.006,1.0,16.0
Nosebleed,Nosebleed,Sophie Powers,2023-03-31,2025-03-21T21:22:14Z,,133000,47,0.757,2.0,-6.084,0.242,0.0262,0.0,0.0837,0.873,168.044,4.0,23.0
DEBBIE DOWNER,DEBBIE DOWNER,Neoni,2023-04-21,2025-03-21T21:22:14Z,,225800,31,0.647,7.0,-7.771,0.0419,0.0527,2.92e-05,0.0695,0.523,149.967,4.0,7.0
Only Love Can Save Us Now,Gag Order,Kesha,2023-05-19,2025-03-21T21:22:14Z,,154586,40,0.657,5.0,-1.78,0.312,0.0282,1.32e-06,0.511,0.583,125.925,4.0,13.0
Welcome To The Real World,Welcome To The Real World,Sarah Barrios,2023-05-19,2025-03-21T21:22:14Z,,182925,15,0.703,8.0,-4.908,0.169,0.224,0.0,0.136,0.803,149.884,4.0,11.0
sickly sweet,sickly sweet,kenzie,2023-05-19,2025-03-21T21:22:14Z,,134117,28,0.8,11.0,-7.887,0.0367,0.103,0.00291,0.0887,0.361,109.981,4.0,11.0
Too Late To Move On,Too Late To Move On,Lahra,2023-05-05,2025-03-21T21:22:14Z,,151472,15,0.769,11.0,-6.144,0.0319,0.201,0.0,0.0582,0.436,90.014,4.0,4.0
Watch Me,Watch Me,bludnymph,2023-04-19,2025-03-21T21:22:14Z,,137647,42,0.731,4.0,-7.873,0.128,0.5,3.46e-06,0.109,0.457,136.033,4.0,12.0
21st Century Princess,21st Century Princess,Cloudy June,2023-05-12,2025-03-21T21:22:14Z,,181191,37,0.773,5.0,-7.809,0.0605,0.107,0.000266,0.131,0.701,110.034,4.0,10.0
k,mess & a half,KINGS,2024-02-02,2025-03-21T21:22:14Z,,166873,38,0.691,6.0,-4.58,0.0369,0.0861,0.0,0.0993,0.483,94.99,3.0,8.0
Popstar,"Hey dad, I tried to be nice",LOVA,2023-05-19,2025-03-21T21:22:14Z,,213120,19,0.697,2.0,-5.658,0.163,0.0216,2.92e-06,0.0711,0.381,125.001,4.0,18.0
Want U Back,Want U Back,NEVE,2023-04-14,2025-03-21T21:22:14Z,,150967,35,0.805,8.0,-4.499,0.0666,0.0429,3.49e-06,0.128,0.85,124.042,4.0,10.0
Little Girl Gone,Little Girl Gone,CHINCHILLA,2023-09-01,2025-03-21T21:22:14Z,,188596,72,0.707,1.0,-6.351,0.247,0.175,0.0,0.082,0.496,159.942,4.0,24.0
F U It's Over,F U It's Over,Ellee Duke,2023-05-05,2025-03-21T21:22:14Z,,165172,27,0.488,6.0,-8.319,0.326,0.138,2.77e-05,0.36,0.459,187.887,4.0,11.0
Not to be Dramatic,Not to be Dramatic,Zoe Clark,2023-05-05,2025-03-21T21:22:14Z,,170704,53,0.662,7.0,-3.421,0.0446,0.514,0.0,0.323,0.687,142.004,4.0,14.0
Fixer Upper,Proof You Weren't The Only One,Chandler Leighton,2024-04-26,2025-03-21T21:22:14Z,melodic bass,170736,48,0.595,2.0,-4.922,0.0385,0.0862,0.0,0.3,0.472,149.9,3.0,13.0
House Of Cards,House Of Cards,AViVA,2023-05-17,2025-03-21T21:22:14Z,nightcore,177599,31,0.679,0.0,-5.015,0.0854,0.0722,0.0,0.203,0.449,120.091,4.0,14.0
UR SO FULL OF IT,UR SO FULL OF IT,Alemeda,2023-05-12,2025-03-21T21:22:14Z,,134270,25,0.394,0.0,-6.484,0.0828,0.00169,0.000135,0.167,0.409,167.915,4.0,5.0
GOOD GIRL ERA (SIDE A),UPSAHL PRESENTS: THE PHX TAPES,UPSAHL,2023-10-20,2025-03-21T21:22:14Z,,139844,43,0.674,10.0,-5.659,0.3,0.129,2.34e-06,0.0842,0.695,146.987,4.0,5.0
touching myself,touching myself,laye,2023-05-05,2025-03-21T21:22:14Z,,159909,23,0.556,0.0,-6.005,0.0348,0.134,0.0,0.0972,0.402,114.042,4.0,9.0
Monster,EX'ACT,EXO,2016-06-09,2025-03-21T21:22:14Z,k-pop,221341,64,0.618,6.0,-4.312,0.0596,0.0066,0.0,0.127,0.541,150.0,4.0,2.0
CALL ME BABY,EXODUS - The 2nd Album,EXO,2015-03-30,2025-03-21T21:22:14Z,k-pop,211013,64,0.692,1.0,-2.519,0.0519,0.284,0.0,0.341,0.879,100.03,4.0,17.0
Irresponsible,Scatterbrain,Emei,2023-10-20,2025-03-21T21:22:14Z,,124751,62,0.73,3.0,-5.873,0.143,0.023,0.0,0.113,0.589,163.951,4.0,12.0
BABY DON'T BURN,BABY DON'T BURN,"Kaila Hoy,Coopex",2023-05-26,2025-03-21T21:22:14Z,slap house,183511,27,0.723,2.0,-5.769,0.225,0.0396,0.000346,0.365,0.134,125.982,4.0,6.0
Lotto,LOTTO - The 3rd Album Repackage,EXO,2016-08-18,2025-03-21T21:22:14Z,k-pop,189774,61,0.798,11.0,-3.207,0.0386,0.0618,0.0,0.193,0.702,99.996,4.0,11.0
LOVE ME RIGHT,LOVE ME RIGHT - The 2nd Album Repackage,EXO,2015-06-03,2025-03-21T21:22:14Z,k-pop,205128,63,0.625,0.0,-2.33,0.0764,0.00266,0.0,0.188,0.757,110.04,4.0,11.0
PLAYBOY,EXODUS - The 2nd Album,EXO,2015-03-30,2025-03-21T21:22:14Z,k-pop,212132,51,0.529,1.0,-4.815,0.0814,0.213,0.0,0.102,0.666,79.951,4.0,13.0
