Track Name,Album Name,Artist Name(s),Release Date,Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Alive and Unwell,Alive and Unwell,Leah Kate,10/28/2022,2025-03-21T21:22:13Z,,121674,38,0.645,1,-3.675,0.044,0.00113,0,0.257,0.791,99.961,4,3
GODDESS,EVERGREEN,PVRIS,7/14/2023,2025-03-21T21:22:13Z,,152133,51,0.706,9,-4.671,0.0809,0.0143,0.00326,0.059,0.841,120.03,4,4
Nothing To Me,Nothing To Me,Jamisen,1/18/2023,2025-03-21T21:22:13Z,,170666,20,0.521,5,-7.725,0.0534,0.114,2.47E-06,0.123,0.456,179.839,3,6
Girl Like Me,Girl Like Me,Dove Cameron,12/9/2022,2025-03-21T21:22:13Z,,149456,53,0.711,5,-8.134,0.0651,0.011,0,0.305,0.484,125.025,4,23
BANG BANG!,BANG BANG!,Nessa Barrett,2/17/2023,2025-03-21T21:22:13Z,,136387,47,0.582,4,-5.365,0.183,0.00266,0.000608,0.19,0.393,174.995,4,13
Green Honda,Green Honda,BENEE,2/8/2023,2025-03-21T21:22:13Z,,166981,49,0.733,6,-5.621,0.0467,0.00993,0,0.218,0.976,136.997,4,14
HAPPY EVER AFTER,HAPPY EVER AFTER,Neoni,3/17/2023,2025-03-21T21:22:13Z,,194400,35,0.789,8,-5.66,0.0433,0.0271,1.96E-06,0.0934,0.578,99.971,4,4
feelings,feelings,EMELINE,3/3/2023,2025-03-21T21:22:13Z,,140598,53,0.693,11,-5.773,0.314,0.0322,0,0.353,0.783,95.042,4,12
Gorgeous Gorgeous Girls,Gorgeous Gorgeous Girls,Lilyisthatyou,5/20/2022,2025-03-21T21:22:13Z,,116909,41,0.883,9,-6.47,0.0474,0.11,5.33E-05,0.0799,0.684,127.024,4,1
Not Another Rockstar,Not Another Rockstar,Maisie Peters,10/7/2022,2025-03-21T21:22:13Z,,149053,54,0.658,3,-2.141,0.14,0.214,1.24E-06,0.126,0.818,91.041,4,13
Lego Blocks,Lego Blocks,NERIAH,5/27/2022,2025-03-21T21:22:13Z,,159493,49,0.642,9,-2.263,0.135,0.156,0,0.0804,0.507,135.128,4,15
this is how i learn to say no,this is how i learn to say no,EMELINE,8/20/2021,2025-03-21T21:22:13Z,,142965,55,0.378,10,-7.755,0.163,0.232,0,0.455,0.498,181.452,3,1
I Really F**ked It Up,I Really F**ked It Up,girli,9/23/2022,2025-03-21T21:22:13Z,,165746,53,0.619,10,-6.801,0.0506,0.055,0.00106,0.146,0.421,164.961,4,5
Sad Ghost,Sad Ghost,ari hicks,10/20/2022,2025-03-21T21:22:13Z,,187590,22,0.616,9,-10.735,0.0364,0.731,0.000256,0.113,0.319,147.976,4,3
Paragraphs,Paragraphs,Luke Chiang,10/18/2019,2025-03-21T21:22:13Z,,233544,64,0.51,2,-9.913,0.0576,0.827,8.01E-06,0.28,0.208,73.354,4,85
May I Ask,May I Ask,"Luke Chiang,Alexis Kim",4/1/2019,2025-03-21T21:22:13Z,,230592,66,0.716,2,-9.216,0.0468,0.353,0,0.0897,0.389,146.021,4,82
Shouldn't Be,Shouldn't Be,Luke Chiang,5/1/2019,2025-03-21T21:22:13Z,,210480,73,0.647,6,-10.344,0.0312,0.728,0,0.123,0.323,124.999,3,89
Used to Me,Used to Me,Luke Chiang,6/11/2019,2025-03-21T21:22:13Z,,179544,65,0.797,5,-7.315,0.143,0.318,8.98E-06,0.352,0.691,100.029,4,85
Home,Home,Luke Chiang,9/13/2019,2025-03-21T21:22:13Z,,170952,61,0.808,0,-8.216,0.0439,0.254,1.61E-05,0.13,0.418,93.006,4,82
SHUT UP,SHUT UP,Hayes Warner,11/25/2022,2025-03-21T21:22:13Z,,153343,31,0.716,5,-5.677,0.0529,0.00852,0.000153,0.302,0.862,121.991,4,8
OVER MY HEAD,OVER MY HEAD,Neoni,1/13/2023,2025-03-21T21:22:13Z,,138256,39,0.798,9,-5.433,0.0921,0.0266,0,0.355,0.55,119.932,4,3
Muddy Feet (feat. Sia),Endless Summer Vacation,"Miley Cyrus,Sia",8/18/2023,2025-03-21T21:22:13Z,,136946,54,0.548,7,-4.737,0.109,0.076,0.000494,0.19,0.524,172.083,4,2
Poison,Messy,Stevie Bill,11/11/2022,2025-03-21T21:22:13Z,,124000,39,0.681,2,-6.55,0.0373,0.0672,0.000798,0.129,0.47,119.881,4,8
20 Questions,20 Questions,Zolita,9/21/2022,2025-03-21T21:22:13Z,,179226,37,0.657,2,-6.415,0.0507,0.00547,0,0.0817,0.743,139.924,4,1
I Just Came To Dance,I Just Came To Dance,Mae Muller,10/27/2022,2025-03-21T21:22:13Z,,144950,33,0.868,2,-4.738,0.156,0.0925,6.54E-05,0.0689,0.754,115.98,4,4
ever fallen?,ever fallen?,Kate Peytavin,12/16/2022,2025-03-21T21:22:13Z,,168725,36,0.352,1,-7.304,0.0352,0.131,1.10E-05,0.127,0.151,100.008,3,9
ZOMBIE,ZOMBIE,FLØRE,1/20/2023,2025-03-21T21:22:13Z,,193493,24,0.371,9,-3.94,0.0572,0.0162,0,0.213,0.473,74.406,4,10
Maybe All the Rumours Are True,Maybe All the Rumours Are True,CATTY,7/22/2022,2025-03-21T21:22:13Z,,194549,32,0.544,9,-2.642,0.235,0.0463,0,0.16,0.559,167.911,4,1
Undone,Drawing Wings From The Light,Circe,7/19/2023,2025-03-21T21:22:13Z,,212547,15,0.506,8,-4.92,0.0283,0.00395,0.00259,0.372,0.153,131.025,4,3
cynical,cynical,Bea Miller,2/15/2023,2025-03-21T21:22:13Z,,173950,31,0.499,7,-4.57,0.148,0.00218,2.41E-06,0.597,0.494,159.842,4,3
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,2025-03-21T21:22:13Z,,145667,79,0.398,5,-7.07,0.0756,0.204,5.13E-05,0.443,0.635,111.487,4,13
Devil Is A Woman,Devil Is A Woman,Cloudy June,12/9/2022,2025-03-21T21:22:13Z,,192491,45,0.682,10,-6.484,0.076,0.193,0.000208,0.142,0.615,92.062,4,5
STRUT,STRUT,EMELINE,8/19/2022,2025-03-21T21:22:13Z,,117727,62,0.842,11,-5.906,0.0696,0.0419,2.58E-05,0.112,0.326,107.952,3,6
Mikrokosmos,MAP OF THE SOUL : PERSONA,BTS,4/12/2019,2025-03-21T21:22:13Z,k-pop,224225,68,0.579,8,-5.212,0.114,0.125,0,0.0502,0.475,174.043,3,3
Lately,Nostalgia Pack,"Forrest Frank,Forrest.",5/26/2023,2025-03-21T21:22:13Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",207017,50,0.714,0,-4.069,0.181,0.227,1.73E-05,0.276,0.869,160.02,4,16
Dream Girl,Chapter One,Anderson Rocio,11/18/2022,2025-03-21T21:22:13Z,,141797,12,0.43,6,-7.137,0.182,0.0431,0,0.365,0.347,181.972,4,3
Unholy (feat. Kim Petras) - Nova Twins Remix,Unholy (feat. Kim Petras) [Nova Twins Remix],"Sam Smith,Kim Petras,Nova Twins",12/9/2022,2025-03-21T21:22:13Z,soft pop,177800,36,0.618,2,-4.309,0.052,0.00624,0.00044,0.411,0.391,131.031,4,3
Imagine,I've Seen You Somewhere Before,Miro Mas,5/13/2022,2025-03-21T21:22:13Z,lo-fi,165269,37,0.739,8,-17.196,0.0542,0.947,0.933,0.123,0.363,126.072,4,6
Peaches,001 (other people's songs),lokash,12/17/2021,2025-03-21T21:22:13Z,lo-fi,170487,40,0.714,0,-12.742,0.0676,0.458,0.865,0.0973,0.192,163.804,4,8
Can't Help Falling in Love,Feelin' Cute,<3BEAT,5/13/2022,2025-03-21T21:22:13Z,lo-fi,223014,43,0.507,2,-17.482,0.0287,0.955,0.904,0.0876,0.145,68.001,4,5
Secrets,Midnight Chat,Yedai,8/20/2021,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",132999,17,0.812,2,-13.667,0.0586,0.735,0.621,0.268,0.219,120.009,4,1
Red Bottom Sky,I've Seen You Somewhere Before,Miro Mas,5/13/2022,2025-03-21T21:22:13Z,lo-fi,212720,39,0.584,5,-16.245,0.292,0.965,0.824,0.125,0.345,119.612,4,5
Purple Rain,Portals pt 2,Miro Mas,1/13/2023,2025-03-21T21:22:13Z,lo-fi,241529,41,0.63,6,-17.753,0.0614,0.819,0.92,0.11,0.152,97.959,4,9
Stay,I've Seen You Somewhere Before,Miro Mas,5/13/2022,2025-03-21T21:22:13Z,lo-fi,182500,40,0.77,1,-15.219,0.067,0.892,0.917,0.13,0.381,133.983,4,5
Jealous,Covers Collection (Vol. 3),LAV8,4/29/2022,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",244543,44,0.708,0,-16.025,0.122,0.569,0.892,0.116,0.641,150.01,4,6
sex money feelings die,My Name Is Spruce,Granlund,6/10/2022,2025-03-21T21:22:13Z,lo-fi,173985,39,0.792,5,-14.304,0.0416,0.272,0.893,0.0989,0.107,114.991,3,3
(Sittin' On) the Dock of the Bay,Covers Collection (Vol. 2),LAV8,10/1/2021,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",132989,40,0.833,0,-13.174,0.583,0.424,0.857,0.0836,0.274,194.138,4,6
Ain't No Sunshine,Covers Collection (Vol. 2),LAV8,10/1/2021,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",154666,41,0.711,2,-12.6,0.0949,0.637,0.502,0.109,0.604,89.958,4,8
I Want It That Way,Covers Collection (Vol. 4),LAV8,6/17/2022,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",214201,44,0.516,1,-16.86,0.0461,0.348,0.82,0.123,0.162,179.997,4,10
i d n f u 2 lm (remix),i d n f u 2 lm (remix),OMXS,10/16/2020,2025-03-21T21:22:13Z,lo-fi,143000,29,0.639,4,-14.295,0.0758,0.956,0.906,0.273,0.239,138.08,3,4
Faded,I've Seen You Somewhere Before,Miro Mas,5/13/2022,2025-03-21T21:22:13Z,lo-fi,187320,41,0.715,8,-15.23,0.164,0.92,0.926,0.13,0.377,146.048,4,5
Redbone,Covers Collection,LAV8,3/12/2021,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",129000,53,0.787,5,-11.767,0.074,0.394,0.89,0.109,0.566,77.5,4,26
Don't Go Breaking My Heart,Feelin' Cute,<3BEAT,5/13/2022,2025-03-21T21:22:13Z,lo-fi,255272,40,0.57,4,-14.23,0.0793,0.285,0.944,0.373,0.242,81.563,4,7
Pillow Talk,About Last Night,Yedai,9/16/2022,2025-03-21T21:22:13Z,"lo-fi,lo-fi beats",137142,20,0.439,11,-19.474,0.0348,0.971,0.833,0.101,0.108,140.015,5,5
Ms. Jackson,Feelin' Cute,<3BEAT,5/13/2022,2025-03-21T21:22:13Z,lo-fi,240374,41,0.704,9,-14.571,0.151,0.289,0.887,0.17,0.452,79.961,4,6
Numb,I've Seen You Somewhere Before,Miro Mas,5/13/2022,2025-03-21T21:22:13Z,lo-fi,175523,40,0.757,11,-14.075,0.0808,0.901,0.904,0.0906,0.596,166.032,4,6
If I Ain't Got You,002 (other people's songs),lokash,7/1/2022,2025-03-21T21:22:13Z,lo-fi,197589,40,0.399,6,-19.024,0.061,0.906,0.697,0.134,0.235,119.997,3,9
aurora,aurora,owlh,7/17/2020,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",157562,29,0.679,6,-9.931,0.0318,0.525,0.877,0.11,0.321,185.961,4,2
Running Up That Hill (A Deal With God),Portals pt 2,Miro Mas,1/13/2023,2025-03-21T21:22:14Z,lo-fi,267834,48,0.671,10,-14.027,0.0453,0.788,0.936,0.0923,0.264,131.914,4,18
vix,timbert,timbert,6/5/2020,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",158000,27,0.705,2,-15.375,0.108,0.795,0.801,0.0706,0.102,77.997,4,2
As It Was,As It Was,Slowzy,6/17/2022,2025-03-21T21:22:14Z,lo-fi,102400,25,0.63,9,-9.872,0.0475,0.953,0.961,0.11,0.431,74.967,4,11
Pied Piper,Love Yourself 承 'Her',BTS,9/18/2017,2025-03-21T21:22:14Z,k-pop,245620,71,0.583,2,-4.942,0.0326,0.2,0,0.268,0.778,94.051,4,24
Whalien 52,The Most Beautiful Moment in Life Pt.2,BTS,11/30/2015,2025-03-21T21:22:14Z,k-pop,243222,59,0.585,10,-2.707,0.241,0.0992,2.54E-06,0.345,0.735,90.03,4,2
UGH!,MAP OF THE SOUL : 7,BTS,2/21/2020,2025-03-21T21:22:14Z,k-pop,225012,63,0.72,10,-5.086,0.128,0.0394,0,0.0509,0.333,165.996,4,1
Filter,MAP OF THE SOUL : 7,BTS,2/21/2020,2025-03-21T21:22:14Z,k-pop,180220,68,0.779,10,-5.188,0.0631,0.0224,0,0.121,0.859,110.043,4,4
Don't Leave Me,FACE YOURSELF,BTS,4/4/2018,2025-03-21T21:22:14Z,k-pop,227413,58,0.62,8,-4.622,0.0724,0.116,0,0.312,0.386,147.012,4,1
We are Bulletproof : the Eternal,MAP OF THE SOUL : 7,BTS,2/21/2020,2025-03-21T21:22:14Z,k-pop,261542,65,0.522,9,-5.225,0.0317,0.224,0,0.108,0.176,84.044,4,1
Dope,The Most Beautiful Moment in Life Pt.1,BTS,4/29/2015,2025-03-21T21:22:14Z,k-pop,240020,67,0.595,10,-3.109,0.245,0.0486,0,0.32,0.62,154.071,4,9
Stigma,Wings,BTS,10/10/2016,2025-03-21T21:22:14Z,k-pop,216063,61,0.566,0,-5.556,0.089,0.148,0,0.139,0.335,136.442,4,3
Paradise,Love Yourself 轉 'Tear',BTS,5/18/2018,2025-03-21T21:22:14Z,k-pop,211223,62,0.551,5,-5.523,0.352,0.214,0,0.0571,0.928,139.662,4,1
Hold Me Tight,The Most Beautiful Moment in Life Pt.1,BTS,4/29/2015,2025-03-21T21:22:14Z,k-pop,274991,61,0.622,6,-5.111,0.286,0.0511,0,0.171,0.394,139.994,4,2
Run,The Most Beautiful Moment in Life Pt.2,BTS,11/30/2015,2025-03-21T21:22:14Z,k-pop,236748,68,0.554,11,-3.02,0.0513,0.00146,0,0.0998,0.55,132.896,4,15
Silver Spoon,The Most Beautiful Moment in Life Pt.2,BTS,11/30/2015,2025-03-21T21:22:14Z,k-pop,233160,68,0.65,9,-2.886,0.073,0.00104,0,0.0483,0.536,166.895,4,1
Daydream (백일몽),Hope World,j-hope,3/2/2018,2025-03-21T21:22:14Z,"k-pop,k-rap",228759,66,0.749,8,-6.518,0.0874,0.00512,0,0.175,0.859,116.037,4,1
Trivia 轉 : Seesaw,Love Yourself 結 'Answer',BTS,8/24/2018,2025-03-21T21:22:14Z,k-pop,246334,65,0.707,5,-4.483,0.035,0.179,0,0.102,0.674,106.985,4,4
Blood Sweat & Tears,Wings,BTS,10/10/2016,2025-03-21T21:22:14Z,k-pop,217051,72,0.584,0,-3.571,0.104,0.0244,0,0.357,0.605,92.9,4,15
BTS Cypher Pt.3: Killer,Dark & Wild,"BTS,Supreme Boi",8/20/2014,2025-03-21T21:22:14Z,"k-pop,k-rap",267782,60,0.793,4,-3.017,0.321,0.0217,0,0.644,0.665,140.031,4,1
Intro: Singularity,Love Yourself 轉 'Tear',BTS,5/18/2018,2025-03-21T21:22:14Z,k-pop,196998,60,0.775,1,-9.126,0.091,0.56,0.00278,0.112,0.198,103.991,3,2
Euphoria,Love Yourself 結 'Answer',BTS,8/24/2018,2025-03-21T21:22:14Z,k-pop,228615,72,0.637,2,-4.518,0.0338,0.394,0,0.0921,0.57,104.996,4,4
Butterfly,The Most Beautiful Moment in Life Pt.2,BTS,11/30/2015,2025-03-21T21:22:14Z,k-pop,238861,68,0.461,6,-4.498,0.0565,0.0149,0,0.12,0.291,149.985,4,1
Attack on Bangtan,"O!RUL8,2?",BTS,9/11/2013,2025-03-21T21:22:14Z,k-pop,246525,60,0.72,11,-2.555,0.268,0.2,0,0.165,0.667,118.025,4,1
Outro: House of Cards,The Most Beautiful Moment in Life Pt.2,BTS,11/30/2015,2025-03-21T21:22:14Z,k-pop,177413,57,0.37,2,-4.717,0.0402,0.4,0,0.129,0.265,104.162,4,1
Stay,BE,BTS,11/20/2020,2025-03-21T21:22:14Z,k-pop,204800,60,0.582,6,-5.048,0.0465,0.114,0,0.13,0.341,125.904,4,5
DNA,Love Yourself 承 'Her',BTS,9/18/2017,2025-03-21T21:22:14Z,k-pop,223122,70,0.599,1,-4.018,0.0543,0.0217,0,0.0678,0.696,129.817,4,10
Dis-ease,BE,BTS,11/20/2020,2025-03-21T21:22:14Z,k-pop,239722,64,0.731,8,-5.352,0.132,0.0132,0,0.0782,0.484,101.085,4,1
Dionysus,MAP OF THE SOUL : PERSONA,BTS,4/12/2019,2025-03-21T21:22:14Z,k-pop,249215,64,0.502,7,-2.769,0.107,0.04,0,0.319,0.588,176.084,4,1
Base Line,Hope World,j-hope,3/2/2018,2025-03-21T21:22:14Z,"k-pop,k-rap",89769,61,0.909,9,-5.32,0.203,0.0376,0.0111,0.401,0.228,94.982,4,1
Interlude : Shadow,MAP OF THE SOUL : 7,BTS,2/21/2020,2025-03-21T21:22:14Z,k-pop,259821,59,0.384,9,-6.439,0.434,0.115,0,0.181,0.146,149.854,4,1
Epiphany,Love Yourself 結 'Answer',BTS,8/24/2018,2025-03-21T21:22:14Z,k-pop,240361,67,0.508,2,-6.366,0.0276,0.288,0,0.131,0.329,135.866,4,1
Black Swan,MAP OF THE SOUL : 7,BTS,2/21/2020,2025-03-21T21:22:14Z,k-pop,198260,70,0.719,2,-5.167,0.0849,0.137,0,0.129,0.489,147.024,4,1
Go Go,Love Yourself 承 'Her',BTS,9/18/2017,2025-03-21T21:22:14Z,k-pop,235779,66,0.856,10,-5.308,0.084,0.171,0,0.0857,0.759,136.081,4,1
Anpanman,Love Yourself 轉 'Tear',BTS,5/18/2018,2025-03-21T21:22:14Z,k-pop,232966,66,0.813,1,-2.92,0.0922,0.024,0,0.287,0.757,98.989,4,1
Airplane pt.2,Love Yourself 轉 'Tear',BTS,5/18/2018,2025-03-21T21:22:14Z,k-pop,218614,69,0.77,0,-4.092,0.0339,0.0265,0.000103,0.084,0.866,139.979,4,1
Am I Wrong,Wings,BTS,10/10/2016,2025-03-21T21:22:14Z,k-pop,213082,57,0.76,6,-4.992,0.0494,0.00125,1.07E-05,0.0868,0.679,107.988,4,1
Just One Day,Skool Luv Affair,BTS,2/12/2014,2025-03-21T21:22:14Z,k-pop,239469,68,0.685,6,-4.705,0.266,0.179,0,0.377,0.301,95.092,4,3
Into My Body,Sagittarius,UPSAHL,12/9/2022,2025-03-21T21:22:14Z,,144280,35,0.746,1,-6.253,0.0841,0.11,0,0.151,0.809,122.069,4,5
Cinderella Snapped,Cinderella Snapped,Jax,3/3/2023,2025-03-21T21:22:14Z,,173103,54,0.752,1,-5.993,0.0507,0.0193,0,0.105,0.65,139.936,3,21
You Problem,that's how you make a villain,"emlyn,Cloudy June",7/12/2024,2025-03-21T21:22:14Z,,181889,47,0.789,7,-5.717,0.0809,0.146,0,0.062,0.735,114.979,4,10
Take Me To Hell,The Monster You Made Me,Chloe Adams,4/7/2023,2025-03-21T21:22:14Z,,132673,48,0.74,8,-5.724,0.0633,0.0336,2.78E-06,0.124,0.201,120.032,4,2
Eyes Blue Like The Atlantic,001 (other people's songs),lokash,12/17/2021,2025-03-21T21:22:14Z,lo-fi,140186,41,0.678,6,-12.228,0.0387,0.564,0.889,0.112,0.579,139.121,4,6
Yesterday,Covers Collection (Vol. 2),LAV8,10/1/2021,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",120055,39,0.862,0,-11.287,0.173,0.191,0.761,0.137,0.534,89.998,4,3
Jukebox,Jukebox,LAV8,1/1/2021,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",144000,29,0.828,1,-10.309,0.559,0.351,0.838,0.0763,0.932,74.996,4,1
Happier Than Ever,Feelin' Cute,<3BEAT,5/13/2022,2025-03-21T21:22:14Z,lo-fi,198392,40,0.551,11,-17.597,0.0586,0.748,0.352,0.206,0.438,78.662,4,7
re:stacks,002 (other people's songs),lokash,7/1/2022,2025-03-21T21:22:14Z,lo-fi,288250,38,0.528,7,-12.336,0.0314,0.894,0.9,0.0806,0.195,60.02,4,3
Seven Nation Army,Covers Collection (Vol. 3),LAV8,4/29/2022,2025-03-21T21:22:14Z,"lo-fi,lo-fi beats",220561,41,0.754,10,-14.028,0.131,0.399,0.84,0.116,0.56,90.035,4,4
EARFQUAKE,EARFQUAKE,lokash,5/28/2021,2025-03-21T21:22:14Z,lo-fi,150750,38,0.718,2,-13.695,0.0489,0.847,0.883,0.115,0.22,84.006,4,2
drivers license,drivers license,lokash,5/14/2021,2025-03-21T21:22:14Z,lo-fi,195214,39,0.674,11,-16.852,0.0523,0.717,0.912,0.109,0.575,139.98,4,2
